Raport z dzialanosci programu:
Program rozpoczal swe dzialanie 30.12.2019 o godzinie 19:50:2:837.
Program zakonczyl dzialanie o 30.12.2019 o godzinie 19:50:2:883.
Program dzialal przez 0 godzin, 0 minut, 0 sekund, 46 milisekund, 395 mikrosekund.

Wybrano kontener map z biblioteki STL 
jako strukture do przechowywania danych.

W pliku pan-tadeusz.txt znaleziono 69053 slow, w tym 18795 roznych slow.

Ponizej znajduje sie wykaz slow uzytych w wczytanym tekscie posortowany alfabetycznie
oraz ilosc wystapien danego slowa w tym pliku:

 ______________________________________________________________________________________ 
|slowa, ktore znajduja sie we wczytanym tekscie|liczba wystapien danego slowa w tekscie|
|~~wiatem______________________________________|6______________________________________|
|~~rodkiem_____________________________________|6______________________________________|
|~~o~~nierzy___________________________________|6______________________________________|
|~~ony_________________________________________|6______________________________________|
|~~ona_________________________________________|6______________________________________|
|~~miech_______________________________________|6______________________________________|
|~~ledztwo_____________________________________|6______________________________________|
|~~lad_________________________________________|6______________________________________|
|~~ez__________________________________________|6______________________________________|
|~~eni~~_______________________________________|6______________________________________|
|~~eb__________________________________________|6______________________________________|
|~~do__________________________________________|6______________________________________|
|~~aska________________________________________|6______________________________________|
|~~alu_________________________________________|6______________________________________|
|~~ach_________________________________________|6______________________________________|
|z~~ote________________________________________|6______________________________________|
|z~~by_________________________________________|6______________________________________|
|zwyk~~________________________________________|6______________________________________|
|zwyczaj_______________________________________|6______________________________________|
|zwierz________________________________________|6______________________________________|
|zmieszany_____________________________________|6______________________________________|
|zmienia_______________________________________|6______________________________________|
|zim~~_________________________________________|6______________________________________|
|zewsz~~d______________________________________|6______________________________________|
|zemsty________________________________________|6______________________________________|
|zdziwiony_____________________________________|6______________________________________|
|zdawa~~o______________________________________|6______________________________________|
|zdawa~~_______________________________________|6______________________________________|
|zbo~~e________________________________________|6______________________________________|
|zbo~~a________________________________________|6______________________________________|
|za~~y~~_______________________________________|6______________________________________|
|zatrzyma~~____________________________________|6______________________________________|
|zamkn~~~~_____________________________________|6______________________________________|
|zamiast_______________________________________|6______________________________________|
|zaledwie______________________________________|6______________________________________|
|zaj~~ca_______________________________________|6______________________________________|
|zada~~________________________________________|6______________________________________|
|zacz~~~~y_____________________________________|6______________________________________|
|zabawy________________________________________|6______________________________________|
|w~~~~_________________________________________|6______________________________________|
|w~~r~~d_______________________________________|6______________________________________|
|w~~dk~~_______________________________________|6______________________________________|
|wzni~~s~~_____________________________________|6______________________________________|
|wzgl~~d_______________________________________|6______________________________________|
|wytkn~~~~_____________________________________|6______________________________________|
|wydoby~~______________________________________|6______________________________________|
|wychowanie____________________________________|6______________________________________|
|wstydu________________________________________|6______________________________________|
|wschodu_______________________________________|6______________________________________|
|wre___________________________________________|6______________________________________|
|wprawdzie_____________________________________|6______________________________________|
|wo~~__________________________________________|6______________________________________|
|wojsko________________________________________|6______________________________________|
|wojennych_____________________________________|6______________________________________|
|wodzi~~_______________________________________|6______________________________________|
|wioski________________________________________|6______________________________________|
|wilnie________________________________________|6______________________________________|
|wierz_________________________________________|6______________________________________|
|wielkiego_____________________________________|6______________________________________|
|wiedz~~c______________________________________|6______________________________________|
|wieczerz~~____________________________________|6______________________________________|
|widok_________________________________________|6______________________________________|
|weso~~o_______________________________________|6______________________________________|
|wejrzenie_____________________________________|6______________________________________|
|wchodzi_______________________________________|6______________________________________|
|wa~~__________________________________________|6______________________________________|
|waszeci_______________________________________|6______________________________________|
|uwa~~a~~______________________________________|6______________________________________|
|us~~ysza~~____________________________________|6______________________________________|
|uszu__________________________________________|6______________________________________|
|ucieka~~______________________________________|6______________________________________|
|ucho__________________________________________|6______________________________________|
|ubi~~r________________________________________|6______________________________________|
|tytu~~________________________________________|6______________________________________|
|tw~~__________________________________________|6______________________________________|
|twoje_________________________________________|6______________________________________|
|twarzy________________________________________|6______________________________________|
|tr~~by________________________________________|6______________________________________|
|trwogi________________________________________|6______________________________________|
|traw~~________________________________________|6______________________________________|
|tamci_________________________________________|6______________________________________|
|takiego_______________________________________|6______________________________________|
|tajnie________________________________________|6______________________________________|
|tabakiery_____________________________________|6______________________________________|
|tabaki________________________________________|6______________________________________|
|s~~u~~~~______________________________________|6______________________________________|
|s~~uga________________________________________|6______________________________________|
|s~~ucha_______________________________________|6______________________________________|
|s~~o~~cem_____________________________________|6______________________________________|
|s~~dy_________________________________________|6______________________________________|
|s~~awy________________________________________|6______________________________________|
|sz~~y_________________________________________|6______________________________________|
|sz~~o_________________________________________|6______________________________________|
|sztucznie_____________________________________|6______________________________________|
|szerokie______________________________________|6______________________________________|
|szeregi_______________________________________|6______________________________________|
|szczeg~~lniej_________________________________|6______________________________________|
|szatan________________________________________|6______________________________________|
|szable________________________________________|6______________________________________|
|syn___________________________________________|6______________________________________|
|stronach______________________________________|6______________________________________|
|sto~~y________________________________________|6______________________________________|
|stole_________________________________________|6______________________________________|
|starym________________________________________|6______________________________________|
|starego_______________________________________|6______________________________________|
|stada_________________________________________|6______________________________________|
|spuszcza______________________________________|6______________________________________|
|spojrzawszy___________________________________|6______________________________________|
|spada~~_______________________________________|6______________________________________|
|sk~~ada~~_____________________________________|6______________________________________|
|skroni________________________________________|6______________________________________|
|sko~~uba______________________________________|6______________________________________|
|skacz~~c______________________________________|6______________________________________|
|skacze________________________________________|6______________________________________|
|siad~~________________________________________|6______________________________________|
|sejm__________________________________________|6______________________________________|
|schyla________________________________________|6______________________________________|
|schowa~~______________________________________|6______________________________________|
|samym_________________________________________|6______________________________________|
|sad___________________________________________|6______________________________________|
|rzadka________________________________________|6______________________________________|
|rusza_________________________________________|6______________________________________|
|rur~~_________________________________________|6______________________________________|
|rozpaczy______________________________________|6______________________________________|
|rado~~ci~~____________________________________|6______________________________________|
|p~~~~niej_____________________________________|6______________________________________|
|pu~~ku________________________________________|6______________________________________|
|pu~~k_________________________________________|6______________________________________|
|puszcz~~______________________________________|6______________________________________|
|puste_________________________________________|6______________________________________|
|przysz~~o_____________________________________|6______________________________________|
|przyjecha~~___________________________________|6______________________________________|
|przyjaciel____________________________________|6______________________________________|
|przemiany_____________________________________|6______________________________________|
|procesu_______________________________________|6______________________________________|
|prawej________________________________________|6______________________________________|
|po~~r~~d______________________________________|6______________________________________|
|po~~piesza~~__________________________________|6______________________________________|
|pozna~~em_____________________________________|6______________________________________|
|pozew_________________________________________|6______________________________________|
|powt~~rzy~~___________________________________|6______________________________________|
|powstanie_____________________________________|6______________________________________|
|powietrzu_____________________________________|6______________________________________|
|powiedzie~~___________________________________|6______________________________________|
|powiedz_______________________________________|6______________________________________|
|powie_________________________________________|6______________________________________|
|potrawy_______________________________________|6______________________________________|
|polszcze______________________________________|6______________________________________|
|polowania_____________________________________|6______________________________________|
|poj~~~~_______________________________________|6______________________________________|
|pojedynek_____________________________________|6______________________________________|
|pogl~~da______________________________________|6______________________________________|
|podzia~~______________________________________|6______________________________________|
|podobny_______________________________________|6______________________________________|
|podobna_______________________________________|6______________________________________|
|pochwa~~y_____________________________________|6______________________________________|
|pobieg~~______________________________________|6______________________________________|
|plebana_______________________________________|6______________________________________|
|plany_________________________________________|6______________________________________|
|plan__________________________________________|6______________________________________|
|pi~~knej______________________________________|6______________________________________|
|pierwsi_______________________________________|6______________________________________|
|pe~~no________________________________________|6______________________________________|
|pewny_________________________________________|6______________________________________|
|pewna_________________________________________|6______________________________________|
|per~~y________________________________________|6______________________________________|
|pa~~skich_____________________________________|6______________________________________|
|papier________________________________________|6______________________________________|
|pami~~~~______________________________________|6______________________________________|
|pami~~tk~~____________________________________|6______________________________________|
|pami~~tacie___________________________________|6______________________________________|
|pami~~ci______________________________________|6______________________________________|
|pad~~a________________________________________|6______________________________________|
|owej__________________________________________|6______________________________________|
|ot____________________________________________|6______________________________________|
|oku___________________________________________|6______________________________________|
|okolica_______________________________________|6______________________________________|
|ojczy~~nie____________________________________|6______________________________________|
|og~~osi~~_____________________________________|6______________________________________|
|ogromne_______________________________________|6______________________________________|
|ogon__________________________________________|6______________________________________|
|ogary_________________________________________|6______________________________________|
|odm~~wi~~_____________________________________|6______________________________________|
|odbija~~______________________________________|6______________________________________|
|oczy~~ci~~____________________________________|6______________________________________|
|ob~~ok________________________________________|6______________________________________|
|ob~~aw~~______________________________________|6______________________________________|
|obr~~ci~~_____________________________________|6______________________________________|
|obcych________________________________________|6______________________________________|
|nowo__________________________________________|6______________________________________|
|nisko_________________________________________|6______________________________________|
|nieboszczyk___________________________________|6______________________________________|
|niczym________________________________________|6______________________________________|
|nawzajem______________________________________|6______________________________________|
|m~~~~a________________________________________|6______________________________________|
|m~~od~~_______________________________________|6______________________________________|
|m~~odzieniec__________________________________|6______________________________________|
|m~~odu________________________________________|6______________________________________|
|my~~li~~em____________________________________|6______________________________________|
|my~~liwych____________________________________|6______________________________________|
|mury__________________________________________|6______________________________________|
|mo~~em________________________________________|6______________________________________|
|mow~~_________________________________________|6______________________________________|
|mospanie______________________________________|6______________________________________|
|moskale_______________________________________|6______________________________________|
|moich_________________________________________|6______________________________________|
|mog~~em_______________________________________|6______________________________________|
|mog~~a________________________________________|6______________________________________|
|mody__________________________________________|6______________________________________|
|miodu_________________________________________|6______________________________________|
|milczenia_____________________________________|6______________________________________|
|mazurka_______________________________________|6______________________________________|
|maj~~tek______________________________________|6______________________________________|
|majorze_______________________________________|6______________________________________|
|machn~~~~_____________________________________|6______________________________________|
|lud~~mi_______________________________________|6______________________________________|
|lubi__________________________________________|6______________________________________|
|litewskim_____________________________________|6______________________________________|
|liku__________________________________________|6______________________________________|
|lewej_________________________________________|6______________________________________|
|lekkie________________________________________|6______________________________________|
|k~~~~tni______________________________________|6______________________________________|
|k~~dy~~_______________________________________|6______________________________________|
|kusy__________________________________________|6______________________________________|
|kurki_________________________________________|6______________________________________|
|kul~~_________________________________________|6______________________________________|
|kto~~_________________________________________|6______________________________________|
|ksi~~cia______________________________________|6______________________________________|
|kr~~tki_______________________________________|6______________________________________|
|krzy~~________________________________________|6______________________________________|
|kryjomu_______________________________________|6______________________________________|
|krwawe________________________________________|6______________________________________|
|kropid~~o_____________________________________|6______________________________________|
|krewny________________________________________|6______________________________________|
|krajach_______________________________________|6______________________________________|
|ko~~cem_______________________________________|6______________________________________|
|kota__________________________________________|6______________________________________|
|kochanka______________________________________|6______________________________________|
|knieje________________________________________|6______________________________________|
|kiedym________________________________________|6______________________________________|
|kaptur________________________________________|6______________________________________|
|kamie~~_______________________________________|6______________________________________|
|ju~~ci________________________________________|6______________________________________|
|jasnych_______________________________________|6______________________________________|
|jakiej________________________________________|6______________________________________|
|jakie_________________________________________|6______________________________________|
|jacka_________________________________________|6______________________________________|
|inne__________________________________________|6______________________________________|
|he____________________________________________|6______________________________________|
|g~~~~w________________________________________|6______________________________________|
|g~~~~b________________________________________|6______________________________________|
|g~~osy________________________________________|6______________________________________|
|g~~osem_______________________________________|6______________________________________|
|gwiazdy_______________________________________|6______________________________________|
|gwa~~tem______________________________________|6______________________________________|
|grzeczno~~~~__________________________________|6______________________________________|
|grobie________________________________________|6______________________________________|
|go~~cia_______________________________________|6______________________________________|
|gospodarza____________________________________|6______________________________________|
|goni~~________________________________________|6______________________________________|
|gniewa________________________________________|6______________________________________|
|gdzie~~_______________________________________|6______________________________________|
|gaju__________________________________________|6______________________________________|
|francuzi______________________________________|6______________________________________|
|francusku_____________________________________|6______________________________________|
|d~~~~_________________________________________|6______________________________________|
|dziwne________________________________________|6______________________________________|
|dziedzi~~cu___________________________________|6______________________________________|
|dziedzica_____________________________________|6______________________________________|
|dziecka_______________________________________|6______________________________________|
|dzieci~~stwa__________________________________|6______________________________________|
|dym___________________________________________|6______________________________________|
|dwoje_________________________________________|6______________________________________|
|dwadzie~~cia__________________________________|6______________________________________|
|duchy_________________________________________|6______________________________________|
|duch__________________________________________|6______________________________________|
|drudzy________________________________________|6______________________________________|
|dowiedzia~~___________________________________|6______________________________________|
|dobywa________________________________________|6______________________________________|
|dobrzy~~skiego________________________________|6______________________________________|
|dlaczego______________________________________|6______________________________________|
|damom_________________________________________|6______________________________________|
|dal~~j________________________________________|6______________________________________|
|c~~rk~~_______________________________________|6______________________________________|
|c~~rki________________________________________|6______________________________________|
|cz~~~~ciej____________________________________|6______________________________________|
|czarnych______________________________________|6______________________________________|
|cofa__________________________________________|6______________________________________|
|ciekawy_______________________________________|6______________________________________|
|ch~~opi_______________________________________|6______________________________________|
|chwali~~______________________________________|6______________________________________|
|chustk~~______________________________________|6______________________________________|
|chowa~~_______________________________________|6______________________________________|
|cha___________________________________________|6______________________________________|
|celu__________________________________________|6______________________________________|
|b~~dziesz_____________________________________|6______________________________________|
|b~~dziem______________________________________|6______________________________________|
|bywa__________________________________________|6______________________________________|
|burz~~________________________________________|6______________________________________|
|brzytwa_______________________________________|6______________________________________|
|blasku________________________________________|6______________________________________|
|bitwy_________________________________________|6______________________________________|
|bitwie________________________________________|6______________________________________|
|biesiad~~_____________________________________|6______________________________________|
|biegu_________________________________________|6______________________________________|
|asan__________________________________________|6______________________________________|
|~~ycia________________________________________|5______________________________________|
|~~wie~~e______________________________________|5______________________________________|
|~~wiadki______________________________________|5______________________________________|
|~~wawo________________________________________|5______________________________________|
|~~renice______________________________________|5______________________________________|
|~~o___________________________________________|5______________________________________|
|~~niadanie____________________________________|5______________________________________|
|~~na__________________________________________|5______________________________________|
|~~ledzi_______________________________________|5______________________________________|
|~~je~~li______________________________________|5______________________________________|
|~~hej~~e______________________________________|5______________________________________|
|~~c~~~~_______________________________________|5______________________________________|
|~~czy_________________________________________|5______________________________________|
|~~ciska~~_____________________________________|5______________________________________|
|~~cianie______________________________________|5______________________________________|
|~~bracie______________________________________|5______________________________________|
|~~a~~o~~nie___________________________________|5______________________________________|
|~~acniej______________________________________|5______________________________________|
|z~~~~czy~~____________________________________|5______________________________________|
|z~~ot~~_______________________________________|5______________________________________|
|z~~otem_______________________________________|5______________________________________|
|z~~ego________________________________________|5______________________________________|
|zwa~~a~~______________________________________|5______________________________________|
|zwa~~a________________________________________|5______________________________________|
|zwan__________________________________________|5______________________________________|
|zrobi~~em_____________________________________|5______________________________________|
|zrobi~~a______________________________________|5______________________________________|
|zreszt~~______________________________________|5______________________________________|
|znik~~a_______________________________________|5______________________________________|
|zna~~em_______________________________________|5______________________________________|
|zmru~~y~~_____________________________________|5______________________________________|
|zmiesza~~_____________________________________|5______________________________________|
|zl~~k~~_______________________________________|5______________________________________|
|ziemia________________________________________|5______________________________________|
|ziela_________________________________________|5______________________________________|
|zgraj~~_______________________________________|5______________________________________|
|zgadn~~~~_____________________________________|5______________________________________|
|zebra~~_______________________________________|5______________________________________|
|zdr~~w________________________________________|5______________________________________|
|zda~~a________________________________________|5______________________________________|
|zda~~_________________________________________|5______________________________________|
|zdania________________________________________|5______________________________________|
|zbudzi~~______________________________________|5______________________________________|
|zapyta~~______________________________________|5______________________________________|
|zaj~~~~_______________________________________|5______________________________________|
|zadzwoni~~____________________________________|5______________________________________|
|zaczyna~~_____________________________________|5______________________________________|
|zach~~d_______________________________________|5______________________________________|
|zachodzie_____________________________________|5______________________________________|
|zabawki_______________________________________|5______________________________________|
|w~~z__________________________________________|5______________________________________|
|w~~s__________________________________________|5______________________________________|
|w~~os~~w______________________________________|5______________________________________|
|w~~adzy_______________________________________|5______________________________________|
|w~~adza_______________________________________|5______________________________________|
|wzruszony_____________________________________|5______________________________________|
|wzrokiem______________________________________|5______________________________________|
|wzi~~li_______________________________________|5______________________________________|
|wrog~~w_______________________________________|5______________________________________|
|wroga_________________________________________|5______________________________________|
|wpad~~y_______________________________________|5______________________________________|
|wo~~nego______________________________________|5______________________________________|
|wolno~~~~_____________________________________|5______________________________________|
|wolno~~ci_____________________________________|5______________________________________|
|wojewody______________________________________|5______________________________________|
|wodz~~w_______________________________________|5______________________________________|
|wodza_________________________________________|5______________________________________|
|woda__________________________________________|5______________________________________|
|wnuki_________________________________________|5______________________________________|
|wiosny________________________________________|5______________________________________|
|wino__________________________________________|5______________________________________|
|winem_________________________________________|5______________________________________|
|wilna_________________________________________|5______________________________________|
|wie~~niaczki__________________________________|5______________________________________|
|wielcy________________________________________|5______________________________________|
|wiek__________________________________________|5______________________________________|
|wiecz~~r______________________________________|5______________________________________|
|wieczora______________________________________|5______________________________________|
|widne_________________________________________|5______________________________________|
|wiatru________________________________________|5______________________________________|
|we~~__________________________________________|5______________________________________|
|wes~~~~_______________________________________|5______________________________________|
|wdzia~~_______________________________________|5______________________________________|
|wczora________________________________________|5______________________________________|
|waszej________________________________________|5______________________________________|
|wali__________________________________________|5______________________________________|
|walce_________________________________________|5______________________________________|
|utopi~~_______________________________________|5______________________________________|
|uk~~onem______________________________________|5______________________________________|
|uk~~ady_______________________________________|5______________________________________|
|ujrzy_________________________________________|5______________________________________|
|uciek~~_______________________________________|5______________________________________|
|ubrany________________________________________|5______________________________________|
|ubrana________________________________________|5______________________________________|
|t~~umnie______________________________________|5______________________________________|
|t~~umie_______________________________________|5______________________________________|
|tysi~~cem_____________________________________|5______________________________________|
|tycze_________________________________________|5______________________________________|
|twojej________________________________________|5______________________________________|
|twoim_________________________________________|5______________________________________|
|trzeciego_____________________________________|5______________________________________|
|tony__________________________________________|5______________________________________|
|tadeuszu______________________________________|5______________________________________|
|tadeuszowi____________________________________|5______________________________________|
|tadeuszku_____________________________________|5______________________________________|
|s~~ysz~~______________________________________|5______________________________________|
|s~~u~~y_______________________________________|5______________________________________|
|s~~uch________________________________________|5______________________________________|
|s~~siedzie____________________________________|5______________________________________|
|s~~d__________________________________________|5______________________________________|
|s~~awie_______________________________________|5______________________________________|
|s~~awa________________________________________|5______________________________________|
|szybko________________________________________|5______________________________________|
|szukano_______________________________________|5______________________________________|
|szli__________________________________________|5______________________________________|
|szlachecki____________________________________|5______________________________________|
|szlachcie_____________________________________|5______________________________________|
|szcz~~~~liwy__________________________________|5______________________________________|
|szabel________________________________________|5______________________________________|
|swoj~~________________________________________|5______________________________________|
|suknie________________________________________|5______________________________________|
|strza~~_______________________________________|5______________________________________|
|stryju________________________________________|5______________________________________|
|strumie~~_____________________________________|5______________________________________|
|stroju________________________________________|5______________________________________|
|stodo~~y______________________________________|5______________________________________|
|stawi~~_______________________________________|5______________________________________|
|starych_______________________________________|5______________________________________|
|staruszek_____________________________________|5______________________________________|
|stara_________________________________________|5______________________________________|
|spoziera______________________________________|5______________________________________|
|spotkanie_____________________________________|5______________________________________|
|soplic~~~~____________________________________|5______________________________________|
|soplicowo_____________________________________|5______________________________________|
|soplicom______________________________________|5______________________________________|
|smyk__________________________________________|5______________________________________|
|sk~~ry________________________________________|5______________________________________|
|skrzyd~~o_____________________________________|5______________________________________|
|skargi________________________________________|5______________________________________|
|skaka~~_______________________________________|5______________________________________|
|siedli________________________________________|5______________________________________|
|sercem________________________________________|5______________________________________|
|scyzoryku_____________________________________|5______________________________________|
|schyliwszy____________________________________|5______________________________________|
|samego________________________________________|5______________________________________|
|sadu__________________________________________|5______________________________________|
|r~~~~owe______________________________________|5______________________________________|
|rzuci~~a______________________________________|5______________________________________|
|rzuciwszy_____________________________________|5______________________________________|
|rycerze_______________________________________|5______________________________________|
|rw~~__________________________________________|5______________________________________|
|ruskie________________________________________|5______________________________________|
|rozprawia~~___________________________________|5______________________________________|
|rozpacz_______________________________________|5______________________________________|
|rozmowa_______________________________________|5______________________________________|
|rokiem________________________________________|5______________________________________|
|rok___________________________________________|5______________________________________|
|rogi__________________________________________|5______________________________________|
|rodzin~~______________________________________|5______________________________________|
|rodzinie______________________________________|5______________________________________|
|rodzina_______________________________________|5______________________________________|
|robi__________________________________________|5______________________________________|
|robaku________________________________________|5______________________________________|
|reszta________________________________________|5______________________________________|
|rami~~________________________________________|5______________________________________|
|ramion________________________________________|5______________________________________|
|radzi_________________________________________|5______________________________________|
|raczy_________________________________________|5______________________________________|
|p~~k__________________________________________|5______________________________________|
|p~~jd~~_______________________________________|5______________________________________|
|pyta~~________________________________________|5______________________________________|
|puszczyk______________________________________|5______________________________________|
|puszcz________________________________________|5______________________________________|
|pukle_________________________________________|5______________________________________|
|publico_______________________________________|5______________________________________|
|ptastwem______________________________________|5______________________________________|
|pr~~dzej______________________________________|5______________________________________|
|przyjmowa~~___________________________________|5______________________________________|
|przyjaci~~~~__________________________________|5______________________________________|
|przyczyny_____________________________________|5______________________________________|
|przodk~~w_____________________________________|5______________________________________|
|prawi~~_______________________________________|5______________________________________|
|poznano_______________________________________|5______________________________________|
|powodu________________________________________|5______________________________________|
|powita~~______________________________________|5______________________________________|
|powietrze_____________________________________|5______________________________________|
|powiedzia~~___________________________________|5______________________________________|
|pos~~pny______________________________________|5______________________________________|
|poszli________________________________________|5______________________________________|
|postawy_______________________________________|5______________________________________|
|ponury________________________________________|5______________________________________|
|ponad_________________________________________|5______________________________________|
|pomoc_________________________________________|5______________________________________|
|pomn~~________________________________________|5______________________________________|
|pola__________________________________________|5______________________________________|
|pogl~~daj~~c__________________________________|5______________________________________|
|podskoczy~~___________________________________|5______________________________________|
|podr~~~~ny____________________________________|5______________________________________|
|podni~~s~~szy_________________________________|5______________________________________|
|podkomorzemu__________________________________|5______________________________________|
