Raport z dzialanosci programu:
Program rozpoczal swe dzialanie 26.12.2019 o godzinie 15:39:30:815.
Program zakonczyl dzialanie o 26.12.2019 o godzinie 15:39:30:835.
Program dzialal przez 0 godzin, 0 minut, 0 sekund, 20 milisekund.

Wybrano kontener map z biblioteki STL 
jako strukture do przechowywania danych.

W pliku de-bello-gallico.txt znaleziono 20512 slow, w tym  5673 roznych slow.

Ponizej znajduje sie wykaz slow uzytych w wczytanym tekscie oraz ilosc wystapien danego slowa w tym pliku:

 ______________________________________________________________________________________ 
|slowa, ktore znajduja sie we wczytanym tekscie|liczba wystapien danego slowa w tekscie|
|multum________________________________________|5______________________________________|
|munera________________________________________|1______________________________________|
|muniebat______________________________________|1______________________________________|
|muniebatur____________________________________|1______________________________________|
|muniendi______________________________________|1______________________________________|
|munierant_____________________________________|1______________________________________|
|munimentum____________________________________|1______________________________________|
|munire________________________________________|4______________________________________|
|muniri________________________________________|2______________________________________|
|munita________________________________________|1______________________________________|
|munitione_____________________________________|2______________________________________|
|munitiones____________________________________|4______________________________________|
|munitionesque_________________________________|1______________________________________|
|munitioni_____________________________________|1______________________________________|
|munitionibusque_______________________________|1______________________________________|
|munitionis____________________________________|1______________________________________|
|munitis_______________________________________|3______________________________________|
|munitum_______________________________________|2______________________________________|
|muniunt_______________________________________|1______________________________________|
|munivit_______________________________________|1______________________________________|
|muralium______________________________________|1______________________________________|
|muri__________________________________________|2______________________________________|
|murique_______________________________________|1______________________________________|
|muris_________________________________________|1______________________________________|
|muro__________________________________________|7______________________________________|
|murum_________________________________________|3______________________________________|
|murumque______________________________________|1______________________________________|
|murus_________________________________________|1______________________________________|
|murusque______________________________________|1______________________________________|
|nactus________________________________________|4______________________________________|
|nam___________________________________________|20_____________________________________|
|nammeius______________________________________|1______________________________________|
|namnetes______________________________________|1______________________________________|
|namque________________________________________|3______________________________________|
|nantuates_____________________________________|2______________________________________|
|nantuatibus___________________________________|1______________________________________|
|nantuatium____________________________________|1______________________________________|
|narbone_______________________________________|1______________________________________|
|nascebatur____________________________________|1______________________________________|
|nasuam________________________________________|1______________________________________|
|nata__________________________________________|1______________________________________|
|natione_______________________________________|1______________________________________|
|nationes______________________________________|8______________________________________|
|nationibus____________________________________|3______________________________________|
|natu__________________________________________|3______________________________________|
|natura________________________________________|14_____________________________________|
|naturam_______________________________________|1______________________________________|
|natus_________________________________________|1______________________________________|
|nautas________________________________________|1______________________________________|
|nauticarum____________________________________|1______________________________________|
|navali________________________________________|1______________________________________|
|navare________________________________________|1______________________________________|
|naves_________________________________________|26_____________________________________|
|navi__________________________________________|7______________________________________|
|navibus_______________________________________|24_____________________________________|
|naviculam_____________________________________|1______________________________________|
|navigandi_____________________________________|1______________________________________|
|navigandum____________________________________|2______________________________________|
|navigare______________________________________|1______________________________________|
|navigari______________________________________|1______________________________________|
|navigationem__________________________________|3______________________________________|
|navigia_______________________________________|1______________________________________|
|navigio_______________________________________|1______________________________________|
|navium________________________________________|15_____________________________________|
|ne____________________________________________|57_____________________________________|
|nec___________________________________________|3______________________________________|
|necaretur_____________________________________|1______________________________________|
|necato________________________________________|1______________________________________|
|necessariam___________________________________|2______________________________________|
|necessarii____________________________________|1______________________________________|
|necessariis___________________________________|1______________________________________|
|necessario____________________________________|5______________________________________|
|necesse_______________________________________|2______________________________________|
|necessitas____________________________________|1______________________________________|
|necessitate___________________________________|1______________________________________|
|necessitudinis________________________________|1______________________________________|
|necisque______________________________________|1______________________________________|
|necne_________________________________________|1______________________________________|
|negat_________________________________________|1______________________________________|
|neglecta______________________________________|1______________________________________|
|neglecturum___________________________________|2______________________________________|
|neglexerunt___________________________________|2______________________________________|
|negotii_______________________________________|3______________________________________|
|negotio_______________________________________|1______________________________________|
|negotium______________________________________|2______________________________________|
|nemetes_______________________________________|1______________________________________|
|neminem_______________________________________|4______________________________________|
|nemo__________________________________________|4______________________________________|
|nequaquam_____________________________________|1______________________________________|
|neque_________________________________________|133____________________________________|
|nequiquam_____________________________________|1______________________________________|
|nervico_______________________________________|1______________________________________|
|nervii________________________________________|4______________________________________|
|nerviis_______________________________________|2______________________________________|
|nerviorum_____________________________________|1______________________________________|
|nervios_______________________________________|4______________________________________|
|nervis________________________________________|1______________________________________|
|neu___________________________________________|2______________________________________|
|neutri________________________________________|1______________________________________|
|neve__________________________________________|3______________________________________|
|nihil_________________________________________|23_____________________________________|
|nihilo________________________________________|3______________________________________|
|nisi__________________________________________|12_____________________________________|
|niterentur____________________________________|1______________________________________|
|nobilibus_____________________________________|1______________________________________|
|nobilissimi___________________________________|1______________________________________|
|nobilissimo___________________________________|1______________________________________|
|nobilissimos__________________________________|2______________________________________|
|nobilissimus__________________________________|1______________________________________|
|nobilitate____________________________________|1______________________________________|
|nobilitatem___________________________________|1______________________________________|
|nobilitatis___________________________________|1______________________________________|
|nobis_________________________________________|2______________________________________|
|nocere________________________________________|1______________________________________|
|nocerent______________________________________|1______________________________________|
|noceri________________________________________|2______________________________________|
|nocte_________________________________________|12_____________________________________|
|noctem________________________________________|2______________________________________|
|noctis________________________________________|2______________________________________|
|noctu_________________________________________|4______________________________________|
|nocturnis_____________________________________|1______________________________________|
|nolebant______________________________________|1______________________________________|
|nolebat_______________________________________|3______________________________________|
|nollent_______________________________________|1______________________________________|
|noluerant_____________________________________|1______________________________________|
|noluit________________________________________|1______________________________________|
|nomen_________________________________________|4______________________________________|
|nominatim_____________________________________|3______________________________________|
|nominavimus___________________________________|1______________________________________|
|nomine________________________________________|6______________________________________|
|non___________________________________________|170____________________________________|
|nonaginta_____________________________________|1______________________________________|
|nonam_________________________________________|1______________________________________|
|nondum________________________________________|5______________________________________|
|noreiamque____________________________________|1______________________________________|
|norica________________________________________|1______________________________________|
|noricum_______________________________________|1______________________________________|
|nos___________________________________________|1______________________________________|
|noster________________________________________|2______________________________________|
|nostra________________________________________|8______________________________________|
|nostrae_______________________________________|4______________________________________|
|nostram_______________________________________|8______________________________________|
|nostrarum_____________________________________|1______________________________________|
|nostras_______________________________________|1______________________________________|
|nostri________________________________________|37_____________________________________|
|nostris_______________________________________|30_____________________________________|
|nostrisque____________________________________|1______________________________________|
|nostro________________________________________|4______________________________________|
|nostrorum_____________________________________|13_____________________________________|
|nostros_______________________________________|32_____________________________________|
|nostrosque____________________________________|1______________________________________|
|nostrum_______________________________________|3______________________________________|
|notis_________________________________________|1______________________________________|
|notissimis____________________________________|1______________________________________|
|notum_________________________________________|1______________________________________|
|nova__________________________________________|2______________________________________|
|novam_________________________________________|1______________________________________|
|novarum_______________________________________|1______________________________________|
|novas_________________________________________|1______________________________________|
|novi__________________________________________|1______________________________________|
|noviodunum____________________________________|1______________________________________|
|novis_________________________________________|4______________________________________|
|novisse_______________________________________|1______________________________________|
|novissimis____________________________________|3______________________________________|
|novissimo_____________________________________|4______________________________________|
|novissimos____________________________________|1______________________________________|
|novissimum____________________________________|3______________________________________|
|novitate______________________________________|1______________________________________|
|nox___________________________________________|1______________________________________|
|nudata________________________________________|1______________________________________|
|nudatis_______________________________________|1______________________________________|
|nudatus_______________________________________|1______________________________________|
|nudo__________________________________________|1______________________________________|
|nulla_________________________________________|1______________________________________|
|nullae________________________________________|1______________________________________|
|nullam________________________________________|4______________________________________|
|nulli_________________________________________|5______________________________________|
|nullis________________________________________|5______________________________________|
|nullo_________________________________________|3______________________________________|
|nullos________________________________________|2______________________________________|
|nullum________________________________________|4______________________________________|
|num___________________________________________|1______________________________________|
|numcrum_______________________________________|1______________________________________|
|numero________________________________________|20_____________________________________|
|numerum_______________________________________|14_____________________________________|
|numerus_______________________________________|6______________________________________|
|numidas_______________________________________|3______________________________________|
|numquam_______________________________________|3______________________________________|
|nunc__________________________________________|3______________________________________|
|nuntiabant____________________________________|1______________________________________|
|nuntiarent____________________________________|1______________________________________|
|nuntiata______________________________________|3______________________________________|
|nuntiato______________________________________|2______________________________________|
|nuntiatum_____________________________________|3______________________________________|
|nuntiatur_____________________________________|1______________________________________|
|nuntiaverunt__________________________________|2______________________________________|
|nuntiet_______________________________________|1______________________________________|
|nuntii________________________________________|1______________________________________|
|nuntiis_______________________________________|2______________________________________|
|nuntios_______________________________________|4______________________________________|
|nuntiosque____________________________________|1______________________________________|
|nuntium_______________________________________|1______________________________________|
|nuper_________________________________________|3______________________________________|
|nuptum________________________________________|1______________________________________|
|nutum_________________________________________|2______________________________________|
|ob____________________________________________|10_____________________________________|
|obaeratosque__________________________________|1______________________________________|
|obduxit_______________________________________|1______________________________________|
|obiecerunt____________________________________|1______________________________________|
|obiecturum____________________________________|1______________________________________|
|obitum________________________________________|1______________________________________|
|oblatos_______________________________________|1______________________________________|
|oblique_______________________________________|1______________________________________|
|oblivisci_____________________________________|1______________________________________|
|obsecrare_____________________________________|1______________________________________|
|observari_____________________________________|1______________________________________|
|obsessis______________________________________|1______________________________________|
|obsidere______________________________________|1______________________________________|
|obsides_______________________________________|25_____________________________________|
|obsidesque____________________________________|5______________________________________|
|obsidibus_____________________________________|6______________________________________|
|obsidibusque__________________________________|3______________________________________|
|obsidione_____________________________________|1______________________________________|
|obsidum_______________________________________|3______________________________________|
|obsignabantur_________________________________|1______________________________________|
|obstrictas____________________________________|1______________________________________|
|obstringere___________________________________|1______________________________________|
|obtemperare___________________________________|1______________________________________|
|obtenturus____________________________________|1______________________________________|
|obtestatus____________________________________|1______________________________________|
|obtinebant____________________________________|1______________________________________|
|obtinebat_____________________________________|1______________________________________|
|obtinendi_____________________________________|1______________________________________|
|obtinere______________________________________|2______________________________________|
|obtinerent____________________________________|1______________________________________|
|obtineret_____________________________________|1______________________________________|
|obtinuerat____________________________________|2______________________________________|
|obtinuerit____________________________________|1______________________________________|
|obtulit_______________________________________|2______________________________________|
|obvenerat_____________________________________|1______________________________________|
|occasionem____________________________________|1______________________________________|
|occasu________________________________________|1______________________________________|
|occasum_______________________________________|4______________________________________|
|occiderunt____________________________________|5______________________________________|
|occisa________________________________________|1______________________________________|
|occisis_______________________________________|3______________________________________|
|occisorum_____________________________________|1______________________________________|
|occisum_______________________________________|1______________________________________|
|occisus_______________________________________|1______________________________________|
|occultari_____________________________________|1______________________________________|
|occulto_______________________________________|3______________________________________|
|occupabantur__________________________________|1______________________________________|
|occupandum____________________________________|1______________________________________|
|occupare______________________________________|2______________________________________|
|occuparet_____________________________________|1______________________________________|
|occupari______________________________________|1______________________________________|
|occupati______________________________________|1______________________________________|
|occupationes__________________________________|1______________________________________|
|occupationibus________________________________|1______________________________________|
|occupatis_____________________________________|5______________________________________|
|occupato______________________________________|2______________________________________|
|occupatoque___________________________________|1______________________________________|
|occupatos_____________________________________|1______________________________________|
|occupavissent_________________________________|1______________________________________|
|occupavisset__________________________________|1______________________________________|
|occupavit_____________________________________|1______________________________________|
|occurrebant___________________________________|1______________________________________|
|occurrendum___________________________________|1______________________________________|
|occurrerat____________________________________|1______________________________________|
|occurrere_____________________________________|1______________________________________|
|occurrerent___________________________________|1______________________________________|
|occurreret____________________________________|1______________________________________|
|occurrisse____________________________________|1______________________________________|
|occurrit______________________________________|1______________________________________|
|oceani________________________________________|2______________________________________|
|oceano________________________________________|5______________________________________|
|oceanum_______________________________________|3______________________________________|
|oceanumque____________________________________|1______________________________________|
|ocelo_________________________________________|1______________________________________|
|oceupare______________________________________|1______________________________________|
|octo__________________________________________|1______________________________________|
|octodurus_____________________________________|1______________________________________|
|oculis________________________________________|2______________________________________|
|oculorum______________________________________|1______________________________________|
|odisse________________________________________|2______________________________________|
|oeeanum_______________________________________|1______________________________________|
|offenderet____________________________________|1______________________________________|
|offensione____________________________________|1______________________________________|
|officiis______________________________________|1______________________________________|
|officio_______________________________________|4______________________________________|
|officium______________________________________|2______________________________________|
|omittendum____________________________________|1______________________________________|
|omne__________________________________________|1______________________________________|
|omnem_________________________________________|14_____________________________________|
|omnemque______________________________________|1______________________________________|
|omnes_________________________________________|51_____________________________________|
|omni__________________________________________|22_____________________________________|
|omnia_________________________________________|28_____________________________________|
|omnibus_______________________________________|58_____________________________________|
|omnibusque____________________________________|1______________________________________|
|omnino________________________________________|12_____________________________________|
|omnis_________________________________________|10_____________________________________|
|omnium________________________________________|23_____________________________________|
|omniumque_____________________________________|2______________________________________|
|onera_________________________________________|2______________________________________|
|onerariae_____________________________________|2______________________________________|
|onerarias_____________________________________|1______________________________________|
|onerariis_____________________________________|2______________________________________|
|onere_________________________________________|1______________________________________|
|oneris________________________________________|1______________________________________|
|onlnem________________________________________|1______________________________________|
|ope___________________________________________|1______________________________________|
|operam________________________________________|1______________________________________|
|opere_________________________________________|10_____________________________________|
|operis________________________________________|4______________________________________|
|operum________________________________________|1______________________________________|
|opibus________________________________________|2______________________________________|
|opinio________________________________________|2______________________________________|
|opinione______________________________________|4______________________________________|
|opinionem_____________________________________|6______________________________________|
|oportebat_____________________________________|1______________________________________|
|oportere______________________________________|6______________________________________|
|oporteret_____________________________________|7______________________________________|
|oportune______________________________________|1______________________________________|
|oportunissima_________________________________|1______________________________________|
|oportunissimo_________________________________|1______________________________________|
|oportunissimum________________________________|1______________________________________|
|oportunitate__________________________________|2______________________________________|
|oportunitati__________________________________|1______________________________________|
|oportunitatibus_______________________________|1______________________________________|
|oportuno______________________________________|1______________________________________|
|oppida________________________________________|9______________________________________|
|oppidani______________________________________|1______________________________________|
|oppidanis_____________________________________|1______________________________________|
|oppidi________________________________________|4______________________________________|
|oppidis_______________________________________|9______________________________________|
|oppido________________________________________|16_____________________________________|
|oppidorum_____________________________________|2______________________________________|
|oppidum_______________________________________|17_____________________________________|
|oppresserunt__________________________________|1______________________________________|
|oppressi______________________________________|1______________________________________|
|oppressis_____________________________________|1______________________________________|
|opprimendae___________________________________|1______________________________________|
|opprimendi____________________________________|1______________________________________|
|oppugnabant___________________________________|1______________________________________|
|oppugnandae___________________________________|1______________________________________|
|oppugnandi____________________________________|1______________________________________|
|oppugnandum___________________________________|2______________________________________|
|oppugnare_____________________________________|3______________________________________|
|oppugnaret____________________________________|1______________________________________|
|oppugnatio____________________________________|2______________________________________|
|optime________________________________________|1______________________________________|
|optimum_______________________________________|3______________________________________|
|optimus_______________________________________|1______________________________________|
|opus__________________________________________|8______________________________________|
|ora___________________________________________|1______________________________________|
|orabant_______________________________________|2______________________________________|
|orae__________________________________________|2______________________________________|
|oram__________________________________________|1______________________________________|
|orandi________________________________________|1______________________________________|
|oratio________________________________________|1______________________________________|
|oratione______________________________________|9______________________________________|
|orationis_____________________________________|2______________________________________|
|oratoris______________________________________|1______________________________________|
|orbe__________________________________________|1______________________________________|
|ordine________________________________________|1______________________________________|
|ordines_______________________________________|2______________________________________|
|ordinesque____________________________________|1______________________________________|
|ordinibus_____________________________________|2______________________________________|
|ordinum_______________________________________|2______________________________________|
|ordo__________________________________________|1______________________________________|
|ordoque_______________________________________|1______________________________________|
|orgetoricem___________________________________|1______________________________________|
|orgetorigis___________________________________|3______________________________________|
|orgetorix_____________________________________|4______________________________________|
|oriebatur_____________________________________|1______________________________________|
|orientem______________________________________|1______________________________________|
|oritur________________________________________|1______________________________________|
|oriuntur______________________________________|1______________________________________|
|ornamento_____________________________________|1______________________________________|
|ornatissimae__________________________________|1______________________________________|
|ortos_________________________________________|1______________________________________|
|ortus_________________________________________|1______________________________________|
|osismos_______________________________________|2______________________________________|
|ostendebant___________________________________|1______________________________________|
|ostenderunt___________________________________|1______________________________________|
|ostendiirius__________________________________|1______________________________________|
|ostendit______________________________________|7______________________________________|
|ovis__________________________________________|1______________________________________|
|p_____________________________________________|11_____________________________________|
|pabulationibus________________________________|1______________________________________|
|pabuli________________________________________|2______________________________________|
|pacata________________________________________|3______________________________________|
|pacatam_______________________________________|1______________________________________|
|pacati________________________________________|1______________________________________|
|pacatis_______________________________________|1______________________________________|
|pacatos_______________________________________|1______________________________________|
|pace__________________________________________|12_____________________________________|
|pacem_________________________________________|8______________________________________|
|pacis_________________________________________|1______________________________________|
|paemanos______________________________________|1______________________________________|
|paene_________________________________________|5______________________________________|
|paenitere_____________________________________|1______________________________________|
|pagi__________________________________________|1______________________________________|
|pagos_________________________________________|4______________________________________|
|pagum_________________________________________|1______________________________________|
|pagus_________________________________________|2______________________________________|
|paludes_______________________________________|3______________________________________|
|paludibus_____________________________________|1______________________________________|
|paludum_______________________________________|1______________________________________|
|palus_________________________________________|1______________________________________|
|parandarum____________________________________|1______________________________________|
|parant________________________________________|1______________________________________|
|parare________________________________________|2______________________________________|
|pararentur____________________________________|1______________________________________|
|parata________________________________________|1______________________________________|
|parati________________________________________|1______________________________________|
|paratiores____________________________________|1______________________________________|
|paratissimae__________________________________|1______________________________________|
|paratissimam__________________________________|1______________________________________|
|paratos_______________________________________|1______________________________________|
|paratosque____________________________________|1______________________________________|
|paratum_______________________________________|1______________________________________|
|paratus_______________________________________|1______________________________________|
|parem_________________________________________|1______________________________________|
|pares_________________________________________|2______________________________________|
|pari__________________________________________|2______________________________________|
|paribus_______________________________________|1______________________________________|
|pars__________________________________________|16_____________________________________|
|parte_________________________________________|31_____________________________________|
|partem________________________________________|37_____________________________________|
|partes________________________________________|10_____________________________________|
|parti_________________________________________|1______________________________________|
|partibus______________________________________|5______________________________________|
|partiendum____________________________________|1______________________________________|
|partim________________________________________|4______________________________________|
|partis________________________________________|1______________________________________|
|paruerunt_____________________________________|1______________________________________|
|parva_________________________________________|1______________________________________|
|parvo_________________________________________|1______________________________________|
|parvulisque___________________________________|1______________________________________|
|passibus______________________________________|2______________________________________|
|passim________________________________________|1______________________________________|
|passis________________________________________|2______________________________________|
|passus________________________________________|4______________________________________|
|passuum_______________________________________|23_____________________________________|
|patebant______________________________________|2______________________________________|
|patebat_______________________________________|1______________________________________|
|patefactis____________________________________|1______________________________________|
|patefieri_____________________________________|1______________________________________|
|patentibus____________________________________|1______________________________________|
|pater_________________________________________|3______________________________________|
|paterentur____________________________________|1______________________________________|
|pateretur_____________________________________|1______________________________________|
|pati__________________________________________|4______________________________________|
|patiantur_____________________________________|2______________________________________|
|patiuntur_____________________________________|2______________________________________|
|patriamque____________________________________|1______________________________________|
|patribus______________________________________|1______________________________________|
|patrum________________________________________|3______________________________________|
|pauca_________________________________________|1______________________________________|
|paucae________________________________________|2______________________________________|
|pauci_________________________________________|2______________________________________|
|paucis________________________________________|13_____________________________________|
|paucitatem____________________________________|3______________________________________|
|paucitatemque_________________________________|3______________________________________|
|paucorum______________________________________|1______________________________________|
|paucos________________________________________|5______________________________________|
|paulatim______________________________________|7______________________________________|
|paulisper_____________________________________|3______________________________________|
|paulo_________________________________________|9______________________________________|
|paululum______________________________________|1______________________________________|
|paulum________________________________________|5______________________________________|
|paulumque_____________________________________|1______________________________________|
|paum__________________________________________|1______________________________________|
|peccandi______________________________________|1______________________________________|
|pecore________________________________________|1______________________________________|
|pecus_________________________________________|1______________________________________|
|pedalibus_____________________________________|1______________________________________|
|pedem_________________________________________|2______________________________________|
|pedes_________________________________________|3______________________________________|
|pedestres_____________________________________|1______________________________________|
|pedestria_____________________________________|1______________________________________|
|pedestribus___________________________________|3______________________________________|
|pedibus_______________________________________|3______________________________________|
|peditatus_____________________________________|1______________________________________|
|peditem_______________________________________|1______________________________________|
|pedites_______________________________________|2______________________________________|
|peditum_______________________________________|1______________________________________|
|pedium________________________________________|2______________________________________|
|pedum_________________________________________|9______________________________________|
|peius_________________________________________|1______________________________________|
|pellerentur___________________________________|1______________________________________|
|pelles________________________________________|2______________________________________|
|pellibus______________________________________|2______________________________________|
|penderent_____________________________________|1______________________________________|
|pependerint___________________________________|1______________________________________|
|per___________________________________________|55_____________________________________|
|percontatione_________________________________|1______________________________________|
|percurrere____________________________________|1______________________________________|
|perditorum____________________________________|1______________________________________|
|perducit______________________________________|1______________________________________|
|perducta______________________________________|2______________________________________|
|perduxit______________________________________|1______________________________________|
|perequitant___________________________________|1______________________________________|
|perfacile_____________________________________|2______________________________________|
