Raport z dzialanosci programu:
Program rozpoczal swe dzialanie 26.12.2019 o godzinie 15:41:58:337.
Program zakonczyl dzialanie o 26.12.2019 o godzinie 15:41:58:513.
Program dzialal przez 0 godzin, 0 minut, 0 sekund, 176 milisekund.

Wybrano kontener map z biblioteki STL 
jako strukture do przechowywania danych.

W pliku faraon.txt znaleziono 203222 slow, w tym  30342 roznych slow.

Ponizej znajduje sie wykaz slow uzytych w wczytanym tekscie oraz ilosc wystapien danego slowa w tym pliku:

 ______________________________________________________________________________________ 
|slowa, ktore znajduja sie we wczytanym tekscie|liczba wystapien danego slowa w tekscie|
|wachlarzownicy________________________________|1______________________________________|
|wachlarzu_____________________________________|1______________________________________|
|wachlarz~~~___________________________________|1______________________________________|
|wachlowa~~____________________________________|1______________________________________|
|wachlowa~~a___________________________________|1______________________________________|
|wad___________________________________________|1______________________________________|
|wadze_________________________________________|1______________________________________|
|wad~~~~~______________________________________|1______________________________________|
|wagi__________________________________________|3______________________________________|
|wag~~_________________________________________|2______________________________________|
|wahaj~~_______________________________________|2______________________________________|
|wahaj~~c______________________________________|1______________________________________|
|wahali________________________________________|2______________________________________|
|wahania_______________________________________|2______________________________________|
|wahaniem______________________________________|1______________________________________|
|wahaniu_______________________________________|1______________________________________|
|waha~~________________________________________|12_____________________________________|
|waha~~by______________________________________|1______________________________________|
|walce_________________________________________|6______________________________________|
|walczy________________________________________|4______________________________________|
|walczyli______________________________________|4______________________________________|
|walczy~~______________________________________|8______________________________________|
|walczy~~em____________________________________|1______________________________________|
|walczy~~~~~___________________________________|1______________________________________|
|walcz~~_______________________________________|1______________________________________|
|waleczne______________________________________|1______________________________________|
|waleczni______________________________________|1______________________________________|
|waleczny______________________________________|1______________________________________|
|walecznych____________________________________|3______________________________________|
|walecznych~~~_________________________________|1______________________________________|
|waleczn~~_____________________________________|2______________________________________|
|waleriany_____________________________________|1______________________________________|
|wali__________________________________________|3______________________________________|
|walicie_______________________________________|1______________________________________|
|wali~~________________________________________|4______________________________________|
|wali~~em______________________________________|1______________________________________|
|walka_________________________________________|17_____________________________________|
|walkach_______________________________________|2______________________________________|
|walki_________________________________________|12_____________________________________|
|walk~~________________________________________|11_____________________________________|
|wam___________________________________________|93_____________________________________|
|wami__________________________________________|18_____________________________________|
|wami~~~_______________________________________|3______________________________________|
|wam~~~________________________________________|2______________________________________|
|wannie________________________________________|2______________________________________|
|wann~~________________________________________|3______________________________________|
|wann~~~~~_____________________________________|1______________________________________|
|wapienie______________________________________|1______________________________________|
|wapienna______________________________________|1______________________________________|
|wapienne______________________________________|3______________________________________|
|wapiennej_____________________________________|1______________________________________|
|wapiennych____________________________________|2______________________________________|
|wapiennym_____________________________________|2______________________________________|
|warcaby_______________________________________|2______________________________________|
|warci_________________________________________|1______________________________________|
|warcze~~______________________________________|1______________________________________|
|warg__________________________________________|1______________________________________|
|warga_________________________________________|2______________________________________|
|wargami_______________________________________|1______________________________________|
|wargi_________________________________________|11_____________________________________|
|wariat________________________________________|5______________________________________|
|wariata_______________________________________|3______________________________________|
|wariatem______________________________________|1______________________________________|
|wariatem~~~___________________________________|1______________________________________|
|wariat~~~_____________________________________|2______________________________________|
|warkn~~~~_____________________________________|1______________________________________|
|warkn~~~~y____________________________________|1______________________________________|
|warkoczyki____________________________________|1______________________________________|
|warkoczyk~~w__________________________________|2______________________________________|
|warstwa_______________________________________|2______________________________________|
|warstwach_____________________________________|1______________________________________|
|warstwie______________________________________|1______________________________________|
|warstwy_______________________________________|1______________________________________|
|warsztacie____________________________________|1______________________________________|
|warsztaty_____________________________________|3______________________________________|
|warsztat~~w~~~~~~_____________________________|1______________________________________|
|wart__________________________________________|4______________________________________|
|warta_________________________________________|9______________________________________|
|warta~~~______________________________________|2______________________________________|
|warte_________________________________________|3______________________________________|
|wartkiej______________________________________|1______________________________________|
|wartko________________________________________|1______________________________________|
|warto_________________________________________|2______________________________________|
|wartownik_____________________________________|2______________________________________|
|warto~~ci_____________________________________|9______________________________________|
|warto~~~~_____________________________________|2______________________________________|
|warto~~~~~~~__________________________________|1______________________________________|
|warty_________________________________________|9______________________________________|
|wart~~________________________________________|5______________________________________|
|warunkach_____________________________________|7______________________________________|
|warunkach~~~__________________________________|1______________________________________|
|warunki_______________________________________|2______________________________________|
|warunkiem_____________________________________|1______________________________________|
|warunki~~~~~~_________________________________|1______________________________________|
|warzywne______________________________________|2______________________________________|
|was___________________________________________|91_____________________________________|
|wasalami______________________________________|1______________________________________|
|wasi__________________________________________|6______________________________________|
|wasz__________________________________________|14_____________________________________|
|wasza_________________________________________|232____________________________________|
|wasze_________________________________________|22_____________________________________|
|waszego_______________________________________|13_____________________________________|
|waszej________________________________________|108____________________________________|
|waszemu_______________________________________|2______________________________________|
|wasze~~~______________________________________|1______________________________________|
|waszych_______________________________________|29_____________________________________|
|waszym________________________________________|11_____________________________________|
|wasz~~________________________________________|33_____________________________________|
|was~~~________________________________________|3______________________________________|
|wazonach______________________________________|3______________________________________|
|wazony________________________________________|2______________________________________|
|wazy__________________________________________|3______________________________________|
|waz~~_________________________________________|1______________________________________|
|wa~~na________________________________________|2______________________________________|
|wa~~ne________________________________________|9______________________________________|
|wa~~nego______________________________________|4______________________________________|
|wa~~nej_______________________________________|2______________________________________|
|wa~~niejsza___________________________________|2______________________________________|
|wa~~niejsze___________________________________|1______________________________________|
|wa~~niejszej__________________________________|1______________________________________|
|wa~~niejszym__________________________________|1______________________________________|
|wa~~niejsz~~__________________________________|2______________________________________|
|wa~~no~~~~____________________________________|1______________________________________|
|wa~~ny________________________________________|1______________________________________|
|wa~~nych______________________________________|8______________________________________|
|wa~~nym_______________________________________|2______________________________________|
|wa~~n~~~~~____________________________________|1______________________________________|
|wa~~y_________________________________________|1______________________________________|
|wa~~y~~_______________________________________|2______________________________________|
|wa~~~~________________________________________|2______________________________________|
|wa~~~~sa~~a___________________________________|1______________________________________|
|wbiega~~______________________________________|1______________________________________|
|wbiega~~y_____________________________________|1______________________________________|
|wbiegli_______________________________________|2______________________________________|
|wbieg~~o______________________________________|2______________________________________|
|wbieg~~y______________________________________|1______________________________________|
|wbija_________________________________________|1______________________________________|
|wbi~~_________________________________________|2______________________________________|
|wbi~~by_______________________________________|1______________________________________|
|wbi~~~~~______________________________________|1______________________________________|
|wbrew_________________________________________|5______________________________________|
|wcale_________________________________________|41_____________________________________|
|wcale~~~______________________________________|1______________________________________|
|wchodowe~~~___________________________________|1______________________________________|
|wchodzenia____________________________________|1______________________________________|
|wchodzi_______________________________________|5______________________________________|
|wchodzili_____________________________________|3______________________________________|
|wchodzisz_____________________________________|1______________________________________|
|wchodzi~~_____________________________________|19_____________________________________|
|wchodzi~~em___________________________________|1______________________________________|
|wchodzi~~o____________________________________|9______________________________________|
|wchodz~~______________________________________|2______________________________________|
|wchodz~~c_____________________________________|1______________________________________|
|wchodz~~cego__________________________________|1______________________________________|
|wchodz~~cych__________________________________|1______________________________________|
|wch~~ania~~___________________________________|1______________________________________|
|wciela________________________________________|1______________________________________|
|wcielony______________________________________|1______________________________________|
|wcielonym_____________________________________|1______________________________________|
|wciska________________________________________|2______________________________________|
|wciska~~______________________________________|1______________________________________|
|wcisn~~liby___________________________________|1______________________________________|
|wcisn~~~~_____________________________________|2______________________________________|
|wci~~gn~~li___________________________________|1______________________________________|
|wci~~gn~~wszy_________________________________|1______________________________________|
|wci~~gn~~~~___________________________________|2______________________________________|
|wci~~nie______________________________________|1______________________________________|
|wci~~~~_______________________________________|65_____________________________________|
|wczesnego_____________________________________|1______________________________________|
|wcze~~nie_____________________________________|4______________________________________|
|wcze~~niej____________________________________|8______________________________________|
|wcze~~niejszego_______________________________|1______________________________________|
|wcze~~niej~~~_________________________________|1______________________________________|
|wczoraj_______________________________________|22_____________________________________|
|wczorajszego__________________________________|1______________________________________|
|wczorajszej___________________________________|2______________________________________|
|wczorajszych__________________________________|1______________________________________|
|wczorajsz~~___________________________________|2______________________________________|
|wdaje_________________________________________|1______________________________________|
|wdajesz_______________________________________|1______________________________________|
|wdar~~________________________________________|5______________________________________|
|wdar~~a_______________________________________|1______________________________________|
|wdawa~~_______________________________________|3______________________________________|
|wda~~_________________________________________|2______________________________________|
|wdowy_________________________________________|2______________________________________|
|wdow~~________________________________________|1______________________________________|
|wdrapa~~______________________________________|2______________________________________|
|wdrapuj~~_____________________________________|1______________________________________|
|wdrapywali____________________________________|1______________________________________|
|wdrapywa~~____________________________________|2______________________________________|
|wdzieraj~~____________________________________|1______________________________________|
|wdzierali_____________________________________|2______________________________________|
|wdziera~~_____________________________________|8______________________________________|
|wdziera~~a____________________________________|1______________________________________|
|wdziewa_______________________________________|1______________________________________|
|wdzi~~czno~~ci________________________________|1______________________________________|
|wdzi~~czno~~ci~~______________________________|2______________________________________|
|wdzi~~czno~~~~________________________________|2______________________________________|
|wdzi~~czno~~~~~~~_____________________________|1______________________________________|
|wdzi~~czny____________________________________|1______________________________________|
|wdzi~~cznym___________________________________|1______________________________________|
|wdzi~~cznym~~~________________________________|1______________________________________|
|wdzi~~czy_____________________________________|1______________________________________|
|wdzi~~k_______________________________________|1______________________________________|
|wdzi~~ki______________________________________|1______________________________________|
|wdzi~~ku______________________________________|3______________________________________|
|wdzi~~k~~w____________________________________|1______________________________________|
|we____________________________________________|72_____________________________________|
|wedle_________________________________________|4______________________________________|
|wedrze~~______________________________________|4______________________________________|
|wed~~ug_______________________________________|36_____________________________________|
|wejdzie_______________________________________|4______________________________________|
|wejdziecie____________________________________|1______________________________________|
|wejdziesz_____________________________________|1______________________________________|
|wejd~~________________________________________|4______________________________________|
|wejd~~my______________________________________|1______________________________________|
|wejrzeniem____________________________________|1______________________________________|
|wej~~cia______________________________________|17_____________________________________|
|wej~~ciami____________________________________|2______________________________________|
|wej~~cie______________________________________|3______________________________________|
|wej~~ciem_____________________________________|2______________________________________|
|wej~~ciu______________________________________|3______________________________________|
|wej~~~~_______________________________________|13_____________________________________|
|wej~~~~~~~____________________________________|1______________________________________|
|welon_________________________________________|6______________________________________|
|welonem_______________________________________|6______________________________________|
|welonie_______________________________________|1______________________________________|
|welonu________________________________________|1______________________________________|
|welon~~~______________________________________|1______________________________________|
|wenerze_______________________________________|1______________________________________|
|werandami_____________________________________|1______________________________________|
|werbowali_____________________________________|1______________________________________|
|werendy_______________________________________|1______________________________________|
|werend~~______________________________________|1______________________________________|
|werweny_______________________________________|1______________________________________|
|wesela________________________________________|1______________________________________|
|weselcie______________________________________|1______________________________________|
|wesele________________________________________|3______________________________________|
|weselej_______________________________________|1______________________________________|
|weseli________________________________________|1______________________________________|
|weselne_______________________________________|1______________________________________|
|weselnej______________________________________|1______________________________________|
|weselszy______________________________________|1______________________________________|
|weselu________________________________________|2______________________________________|
|weso~~e_______________________________________|5______________________________________|
|weso~~ego_____________________________________|1______________________________________|
|weso~~ej______________________________________|1______________________________________|
|weso~~o_______________________________________|14_____________________________________|
|weso~~o~~ci___________________________________|1______________________________________|
|weso~~o~~ci~~_________________________________|1______________________________________|
|weso~~o~~ci~~~________________________________|1______________________________________|
|weso~~o~~~~___________________________________|4______________________________________|
|weso~~y_______________________________________|7______________________________________|
|weso~~ych_____________________________________|2______________________________________|
|weso~~ym______________________________________|2______________________________________|
|weso~~~~______________________________________|2______________________________________|
|wesprze~~_____________________________________|2______________________________________|
|wesp~~~~______________________________________|1______________________________________|
|westchnieniem_________________________________|5______________________________________|
|westchnie~~___________________________________|1______________________________________|
|westchn~~~~___________________________________|21_____________________________________|
|westchn~~~~a__________________________________|2______________________________________|
|weszli________________________________________|19_____________________________________|
|wesz~~a_______________________________________|5______________________________________|
|wesz~~aby_____________________________________|1______________________________________|
|wesz~~o_______________________________________|4______________________________________|
|wesz~~y_______________________________________|1______________________________________|
|wes~~~~_______________________________________|2______________________________________|
|weterani______________________________________|1______________________________________|
|weteran~~w____________________________________|1______________________________________|
|wetowa~~______________________________________|1______________________________________|
|wewn~~trz_____________________________________|9______________________________________|
|wewn~~trzna___________________________________|1______________________________________|
|wewn~~trzne___________________________________|1______________________________________|
|wewn~~trznej__________________________________|3______________________________________|
|wewn~~trzny___________________________________|3______________________________________|
|wewn~~trznych_________________________________|2______________________________________|
|wewn~~trznym__________________________________|1______________________________________|
|wewn~~trzn~~__________________________________|1______________________________________|
|wezbra~~y_____________________________________|1______________________________________|
|wezm~~________________________________________|5______________________________________|
|wezwali_______________________________________|3______________________________________|
|wezwaliby_____________________________________|1______________________________________|
|wezwali~~my___________________________________|1______________________________________|
|wezwani_______________________________________|1______________________________________|
|wezwania______________________________________|1______________________________________|
|wezwanie______________________________________|3______________________________________|
|wezwaniem_____________________________________|2______________________________________|
|wezwaniem~~~__________________________________|1______________________________________|
|wezwano_______________________________________|2______________________________________|
|wezwany_______________________________________|5______________________________________|
|wezwa~~_______________________________________|40_____________________________________|
|wezwa~~a______________________________________|3______________________________________|
|wezwa~~em_____________________________________|2______________________________________|
|wezwie________________________________________|1______________________________________|
|wezwij________________________________________|1______________________________________|
|wezw~~________________________________________|2______________________________________|
|we~~__________________________________________|9______________________________________|
|we~~mie_______________________________________|3______________________________________|
|we~~miecie____________________________________|1______________________________________|
|we~~miemy_____________________________________|3______________________________________|
|we~~miesz_____________________________________|4______________________________________|
|we~~mie~~~____________________________________|1______________________________________|
|we~~mij_______________________________________|1______________________________________|
|we~~nianych___________________________________|1______________________________________|
|we~~n~~_______________________________________|2______________________________________|
|we~~~~e_______________________________________|1______________________________________|
|wiaderek______________________________________|1______________________________________|
|wiaderka______________________________________|1______________________________________|
|wiadome_______________________________________|1______________________________________|
|wiadomo_______________________________________|42_____________________________________|
|wiadomo~~ci___________________________________|21_____________________________________|
|wiadomo~~ciami________________________________|3______________________________________|
|wiadomo~~ci~~_________________________________|2______________________________________|
|wiadomo~~ci~~~________________________________|2______________________________________|
|wiadomo~~ci~~~~~~_____________________________|1______________________________________|
|wiadomo~~~~___________________________________|8______________________________________|
|wiadra________________________________________|1______________________________________|
|wiadrach______________________________________|1______________________________________|
|wiadrem_______________________________________|1______________________________________|
|wiara_________________________________________|4______________________________________|
|wiarogodni____________________________________|1______________________________________|
|wiarogodny____________________________________|1______________________________________|
|wiaro~~omc~~~~~_______________________________|1______________________________________|
|wiary_________________________________________|5______________________________________|
|wiary~~~______________________________________|1______________________________________|
|wiar~~________________________________________|10_____________________________________|
|wiar~~~~~_____________________________________|1______________________________________|
|wiatr_________________________________________|19_____________________________________|
|wiatrem_______________________________________|2______________________________________|
|wiatrom_______________________________________|1______________________________________|
|wiatru________________________________________|5______________________________________|
|wiatry________________________________________|2______________________________________|
|wiatr~~w______________________________________|1______________________________________|
|wia~~_________________________________________|2______________________________________|
|wia~~o________________________________________|1______________________________________|
|wia~~y________________________________________|1______________________________________|
|wicegospodarza________________________________|1______________________________________|
|wicher________________________________________|14_____________________________________|
|wichrem_______________________________________|1______________________________________|
|wichru________________________________________|5______________________________________|
|wichry________________________________________|2______________________________________|
|wichrzy_______________________________________|1______________________________________|
|wichr~~w______________________________________|2______________________________________|
|wida~~________________________________________|70_____________________________________|
|wida~~~~~_____________________________________|1______________________________________|
|wide~~________________________________________|1______________________________________|
|widmo_________________________________________|4______________________________________|
|widna_________________________________________|3______________________________________|
|widne_________________________________________|1______________________________________|
|widnej________________________________________|1______________________________________|
|widno_________________________________________|2______________________________________|
|widnokr~~giem_________________________________|1______________________________________|
|widnokr~~gu___________________________________|2______________________________________|
|widnokr~~g~~w_________________________________|1______________________________________|
|widno~~~~~~___________________________________|1______________________________________|
|widoczna______________________________________|1______________________________________|
|widoczne______________________________________|2______________________________________|
|widocznie_____________________________________|9______________________________________|
|widocznych____________________________________|1______________________________________|
|widocznym_____________________________________|1______________________________________|
|widoczn~~_____________________________________|1______________________________________|
|widok_________________________________________|37_____________________________________|
|widoki________________________________________|1______________________________________|
|widokiem______________________________________|9______________________________________|
|widoku________________________________________|1______________________________________|
|widowisk______________________________________|2______________________________________|
|widowiska_____________________________________|4______________________________________|
|widowiskami___________________________________|1______________________________________|
|widowiskiem___________________________________|1______________________________________|
|widowisko_____________________________________|3______________________________________|
|widuje________________________________________|2______________________________________|
|widuj~~_______________________________________|5______________________________________|
|widuj~~c______________________________________|1______________________________________|
|widywano______________________________________|3______________________________________|
|widywa~~______________________________________|9______________________________________|
|widywa~~a_____________________________________|1______________________________________|
|widywa~~em____________________________________|2______________________________________|
|widywa~~e~~___________________________________|1______________________________________|
|widza_________________________________________|1______________________________________|
|widzenia______________________________________|2______________________________________|
|widzeniu______________________________________|1______________________________________|
|widzi_________________________________________|17_____________________________________|
|widziad~~a~~~_________________________________|1______________________________________|
|widzialnego___________________________________|1______________________________________|
|widzialny_____________________________________|3______________________________________|
|widzialnym____________________________________|2______________________________________|
|widziano______________________________________|6______________________________________|
|widzian~~_____________________________________|1______________________________________|
|widzia~~______________________________________|58_____________________________________|
|widzia~~a_____________________________________|8______________________________________|
|widzia~~am____________________________________|4______________________________________|
|widzia~~a~~___________________________________|1______________________________________|
|widzia~~a~~~__________________________________|1______________________________________|
|widzia~~em____________________________________|24_____________________________________|
|widzia~~em~~~_________________________________|4______________________________________|
|widzia~~e~~___________________________________|13_____________________________________|
|widzia~~o_____________________________________|2______________________________________|
|widzia~~y_____________________________________|1______________________________________|
|widzicie______________________________________|12_____________________________________|
|widzieli______________________________________|8______________________________________|
|widzieli~~cie_________________________________|1______________________________________|
|widzieli~~my__________________________________|4______________________________________|
|widzieli~~~___________________________________|1______________________________________|
|widzie~~______________________________________|29_____________________________________|
|widzie~~~~~___________________________________|1______________________________________|
|widzimy_______________________________________|2______________________________________|
|widzisz_______________________________________|38_____________________________________|
|widzisz~~~____________________________________|3______________________________________|
|widzowie______________________________________|3______________________________________|
|widz~~________________________________________|61_____________________________________|
|widz~~c_______________________________________|36_____________________________________|
|widz~~w_______________________________________|4______________________________________|
|widz~~~~~_____________________________________|2______________________________________|
|wie___________________________________________|43_____________________________________|
|wiec__________________________________________|1______________________________________|
|wiecie________________________________________|4______________________________________|
|wiecie~~______________________________________|1______________________________________|
|wieczna_______________________________________|1______________________________________|
|wieczne_______________________________________|7______________________________________|
|wiecznego_____________________________________|4______________________________________|
|wiecznej______________________________________|1______________________________________|
|wiecznie______________________________________|70_____________________________________|
|wiecznie~~~___________________________________|21_____________________________________|
|wiecznotrwa~~e________________________________|1______________________________________|
|wiecznotrwa~~o~~~~____________________________|1______________________________________|
|wiecznotrwa~~ych______________________________|1______________________________________|
|wiecznotrwa~~~~_______________________________|1______________________________________|
|wieczno~~ci___________________________________|13_____________________________________|
|wieczno~~ci~~_________________________________|1______________________________________|
|wieczno~~ci~~~~~~_____________________________|2______________________________________|
|wieczno~~~~___________________________________|2______________________________________|
|wieczny_______________________________________|1______________________________________|
|wiecznym~~~___________________________________|1______________________________________|
|wieczora______________________________________|17_____________________________________|
|wieczorami____________________________________|3______________________________________|
|wieczora~~~___________________________________|1______________________________________|
|wieczorem_____________________________________|34_____________________________________|
|wieczorem~~~__________________________________|1______________________________________|
|wieczorne_____________________________________|6______________________________________|
|wieczorn~~____________________________________|1______________________________________|
|wieczorowi____________________________________|9______________________________________|
|wieczoru______________________________________|5______________________________________|
|wieczor~~w____________________________________|1______________________________________|
|wiecz~~r______________________________________|12_____________________________________|
|wiecz~~r~~~___________________________________|2______________________________________|
|wiedz_________________________________________|11_____________________________________|
|wiedza________________________________________|2______________________________________|
|wiedzcie______________________________________|1______________________________________|
|wiedzia~~_____________________________________|40_____________________________________|
|wiedzia~~a____________________________________|7______________________________________|
|wiedzia~~am___________________________________|2______________________________________|
|wiedzia~~bym__________________________________|2______________________________________|
|wiedzia~~em___________________________________|6______________________________________|
|wiedzia~~e~~__________________________________|1______________________________________|
|wiedzia~~y____________________________________|2______________________________________|
|wiedzia~~~~eby~~______________________________|1______________________________________|
|wiedzieli_____________________________________|8______________________________________|
|wiedzie~~_____________________________________|23_____________________________________|
|wiedzie~~~~~__________________________________|2______________________________________|
|wiedzy________________________________________|3______________________________________|
|wiedz~~_______________________________________|23_____________________________________|
|wiedz~~c______________________________________|13_____________________________________|
|wiedz~~~~~____________________________________|1______________________________________|
|wiedz~~~~~~~~_________________________________|1______________________________________|
|wieje_________________________________________|3______________________________________|
|wiejskich_____________________________________|1______________________________________|
|wiejskie______________________________________|1______________________________________|
|wiek__________________________________________|3______________________________________|
|wieki_________________________________________|11_____________________________________|
|wiekiem_______________________________________|1______________________________________|
|wieki~~~______________________________________|1______________________________________|
|wiekopomne____________________________________|1______________________________________|
|wiekopomnego__________________________________|1______________________________________|
|wiekopomny____________________________________|1______________________________________|
|wieku_________________________________________|8______________________________________|
|wiekuista~~~~~~_______________________________|1______________________________________|
|wiekuiste_____________________________________|2______________________________________|
|wiekuistego___________________________________|6______________________________________|
|wiekuistej____________________________________|3______________________________________|
|wiekuisty_____________________________________|3______________________________________|
|wiekuistych___________________________________|1______________________________________|
|wiekuistym____________________________________|1______________________________________|
|wiekuistymi___________________________________|1______________________________________|
|wiekui~~cie___________________________________|1______________________________________|
|wiek~~w_______________________________________|15_____________________________________|
|wielbicielami_________________________________|1______________________________________|
|wielbiciele___________________________________|3______________________________________|
|wielbicieli___________________________________|1______________________________________|
|wielb~~~~d____________________________________|1______________________________________|
|wielce________________________________________|4______________________________________|
|wielcy________________________________________|10_____________________________________|
|wiele_________________________________________|39_____________________________________|
|wielka________________________________________|32_____________________________________|
|wielki________________________________________|159____________________________________|
|wielkich______________________________________|33_____________________________________|
|wielkie_______________________________________|82_____________________________________|
|wielkiego_____________________________________|51_____________________________________|
|wielkiego~~~__________________________________|3______________________________________|
|wielkiej______________________________________|31_____________________________________|
|wielkie~~~____________________________________|1______________________________________|
|wielkim_______________________________________|44_____________________________________|
|wielkimi______________________________________|6______________________________________|
|wielkim~~~____________________________________|2______________________________________|
|wielki~~~_____________________________________|4______________________________________|
|wielko~~ci____________________________________|11_____________________________________|
