Raport z dzialanosci programu:
Program rozpoczal swe dzialanie 26.12.2019 o godzinie 15:44:22:776.
Program zakonczyl dzialanie o 26.12.2019 o godzinie 15:44:22:846.
Program dzialal przez 0 godzin, 0 minut, 0 sekund, 70 milisekund.

Wybrano kontener map z biblioteki STL 
jako strukture do przechowywania danych.

W pliku pan-tadeusz.txt znaleziono 69053 slow, w tym  18795 roznych slow.

Ponizej znajduje sie wykaz slow uzytych w wczytanym tekscie oraz ilosc wystapien danego slowa w tym pliku:

 ______________________________________________________________________________________ 
|slowa, ktore znajduja sie we wczytanym tekscie|liczba wystapien danego slowa w tekscie|
|pieni~~dze____________________________________|4______________________________________|
|pieni~~dzmi___________________________________|1______________________________________|
|pieni~~dzy____________________________________|1______________________________________|
|pieprz________________________________________|1______________________________________|
|pieprzniczka__________________________________|1______________________________________|
|piersi________________________________________|12_____________________________________|
|piersiach_____________________________________|4______________________________________|
|piersiami_____________________________________|1______________________________________|
|piersiom______________________________________|3______________________________________|
|piersi~~______________________________________|4______________________________________|
|pierwej_______________________________________|8______________________________________|
|pierwsi_______________________________________|6______________________________________|
|pierwsza______________________________________|4______________________________________|
|pierwsze______________________________________|12_____________________________________|
|pierwszego____________________________________|1______________________________________|
|pierwszej_____________________________________|8______________________________________|
|pierwsze~~stwo________________________________|1______________________________________|
|pierwszy______________________________________|36_____________________________________|
|pierwszym_____________________________________|2______________________________________|
|pierwsz~~_____________________________________|5______________________________________|
|pierza________________________________________|1______________________________________|
|pierzcha______________________________________|1______________________________________|
|pierzchaj~~c~~________________________________|1______________________________________|
|pierzch~~a____________________________________|2______________________________________|
|pierzch~~o____________________________________|1______________________________________|
|pierze________________________________________|2______________________________________|
|pier~~________________________________________|13_____________________________________|
|pier~~cieniasty_______________________________|1______________________________________|
|pier~~cie~~___________________________________|4______________________________________|
|pier~~cionek__________________________________|3______________________________________|
|pier~~cionki__________________________________|2______________________________________|
|pies__________________________________________|7______________________________________|
|piesi_________________________________________|1______________________________________|
|pieski________________________________________|2______________________________________|
|piesku________________________________________|1______________________________________|
|pieszczon~~___________________________________|1______________________________________|
|pieszej_______________________________________|1______________________________________|
|pieszo________________________________________|2______________________________________|
|pieszych______________________________________|1______________________________________|
|pie~~_________________________________________|1______________________________________|
|pie~~ci_______________________________________|1______________________________________|
|pie~~cili_____________________________________|1______________________________________|
|pie~~ci~~_____________________________________|1______________________________________|
|pie~~ci~~em___________________________________|1______________________________________|
|pie~~ni_______________________________________|7______________________________________|
|pie~~niach____________________________________|1______________________________________|
|pie~~niami____________________________________|1______________________________________|
|pie~~~~_______________________________________|5______________________________________|
|pijani________________________________________|1______________________________________|
|pijany________________________________________|1______________________________________|
|pijarskim_____________________________________|1______________________________________|
|pijasz________________________________________|1______________________________________|
|pijatyka______________________________________|2______________________________________|
|pijatyki______________________________________|1______________________________________|
|pijawki_______________________________________|1______________________________________|
|pija~~stwa____________________________________|1______________________________________|
|pije__________________________________________|3______________________________________|
|pijem_________________________________________|2______________________________________|
|pij~~_________________________________________|8______________________________________|
|pij~~c________________________________________|2______________________________________|
|pij~~cy_______________________________________|1______________________________________|
|piki__________________________________________|2______________________________________|
|pikturn~~_____________________________________|1______________________________________|
|pili__________________________________________|2______________________________________|
|pilnego_______________________________________|1______________________________________|
|pilni_________________________________________|1______________________________________|
|pilnie________________________________________|10_____________________________________|
|pilnowany_____________________________________|1______________________________________|
|pilnowa~~_____________________________________|3______________________________________|
|pilnowa~~em___________________________________|1______________________________________|
|pilnuj~~c_____________________________________|1______________________________________|
|pilny_________________________________________|1______________________________________|
|pilnym________________________________________|1______________________________________|
|piln~~________________________________________|1______________________________________|
|pinel~~w______________________________________|1______________________________________|
|pinety________________________________________|1______________________________________|
|piorun________________________________________|2______________________________________|
|piorunem______________________________________|2______________________________________|
|piorunowym____________________________________|1______________________________________|
|pioruny_______________________________________|2______________________________________|
|piosence______________________________________|2______________________________________|
|piosenek______________________________________|1______________________________________|
|piosenka______________________________________|2______________________________________|
|piosenkach____________________________________|1______________________________________|
|piosenki______________________________________|1______________________________________|
|piosenki~~~___________________________________|1______________________________________|
|piosenk~~_____________________________________|3______________________________________|
|piosnk~~______________________________________|2______________________________________|
|piotrkowie____________________________________|1______________________________________|
|piotrowski____________________________________|1______________________________________|
|piotrowskim___________________________________|1______________________________________|
|pio~~unu______________________________________|1______________________________________|
|piramida______________________________________|1______________________________________|
|piramidy______________________________________|1______________________________________|
|pisano________________________________________|1______________________________________|
|pisarz________________________________________|3______________________________________|
|pisarzom______________________________________|1______________________________________|
|pisarzy_______________________________________|1______________________________________|
|pisa~~________________________________________|8______________________________________|
|piskl~~ta_____________________________________|2______________________________________|
|piskorz_______________________________________|1______________________________________|
|pisma_________________________________________|1______________________________________|
|pisn~~~~______________________________________|4______________________________________|
|pistolet______________________________________|2______________________________________|
|pistoletu_____________________________________|2______________________________________|
|pistolety_____________________________________|2______________________________________|
|pistolet~~w___________________________________|1______________________________________|
|piszcza~~_____________________________________|1______________________________________|
|piszczele_____________________________________|1______________________________________|
|pisze_________________________________________|2______________________________________|
|pisz~~________________________________________|1______________________________________|
|piwa__________________________________________|3______________________________________|
|piwnic________________________________________|1______________________________________|
|piwnice_______________________________________|1______________________________________|
|piwnicy_______________________________________|2______________________________________|
|piwniczym_____________________________________|1______________________________________|
|piza~~skiej___________________________________|1______________________________________|
|pi~~__________________________________________|9______________________________________|
|pi~~ciu_______________________________________|2______________________________________|
|pi~~d~~_______________________________________|1______________________________________|
|pi~~em________________________________________|2______________________________________|
|pi~~kna_______________________________________|7______________________________________|
|pi~~kne_______________________________________|8______________________________________|
|pi~~knej______________________________________|6______________________________________|
|pi~~knie______________________________________|7______________________________________|
|pi~~kniejsza__________________________________|1______________________________________|
|pi~~kniejsze__________________________________|2______________________________________|
|pi~~kniejsz~~_________________________________|1______________________________________|
|pi~~kno~~ci___________________________________|3______________________________________|
|pi~~kno~~ci~~_________________________________|1______________________________________|
|pi~~kno~~~~___________________________________|4______________________________________|
|pi~~kny_______________________________________|13_____________________________________|
|pi~~knych_____________________________________|1______________________________________|
|pi~~knym______________________________________|2______________________________________|
|pi~~knymi_____________________________________|1______________________________________|
|pi~~kn~~______________________________________|5______________________________________|
|pi~~m_________________________________________|1______________________________________|
|pi~~mie~~~~~__________________________________|1______________________________________|
|pi~~niesz_____________________________________|1______________________________________|
|pi~~r_________________________________________|4______________________________________|
|pi~~ra________________________________________|2______________________________________|
|pi~~reczko____________________________________|1______________________________________|
|pi~~rek_______________________________________|1______________________________________|
|pi~~rem_______________________________________|2______________________________________|
|pi~~ro________________________________________|3______________________________________|
|pi~~ry________________________________________|1______________________________________|
|pi~~skich_____________________________________|1______________________________________|
|pi~~ta________________________________________|1______________________________________|
|pi~~tej_______________________________________|2______________________________________|
|pi~~ter_______________________________________|1______________________________________|
|pi~~tra_______________________________________|1______________________________________|
|pi~~trze______________________________________|1______________________________________|
|pi~~ty________________________________________|1______________________________________|
|pi~~tym_______________________________________|1______________________________________|
|pi~~y_________________________________________|1______________________________________|
|pi~~~~________________________________________|3______________________________________|
|pi~~~~ci______________________________________|2______________________________________|
|pi~~~~ciami___________________________________|2______________________________________|
|pi~~~~cie_____________________________________|1______________________________________|
|pi~~~~ci~~____________________________________|2______________________________________|
|pi~~~~dziesi~~t_______________________________|1______________________________________|
|pi~~~~dziesi~~tym_____________________________|1______________________________________|
|pi~~~~set_____________________________________|1______________________________________|
|pi~~~~~~______________________________________|1______________________________________|
|pjanemu_______________________________________|1______________________________________|
|pjani_________________________________________|2______________________________________|
|pjanica_______________________________________|1______________________________________|
|pjany_________________________________________|2______________________________________|
|pjawki________________________________________|1______________________________________|
|pl____________________________________________|1______________________________________|
|plac__________________________________________|9______________________________________|
|placka________________________________________|1______________________________________|
|plack~~_______________________________________|5______________________________________|
|placu_________________________________________|2______________________________________|
|plama_________________________________________|1______________________________________|
|plami_________________________________________|1______________________________________|
|plamie________________________________________|1______________________________________|
|plamista______________________________________|1______________________________________|
|plam~~________________________________________|3______________________________________|
|plan__________________________________________|6______________________________________|
|planeta_______________________________________|1______________________________________|
|planety_______________________________________|1______________________________________|
|planet~~______________________________________|2______________________________________|
|plany_________________________________________|6______________________________________|
|plan~~w_______________________________________|1______________________________________|
|plask_________________________________________|2______________________________________|
|pleban________________________________________|8______________________________________|
|plebana_______________________________________|6______________________________________|
|plebanii______________________________________|3______________________________________|
|plecach_______________________________________|2______________________________________|
|plecie________________________________________|2______________________________________|
|pleciona______________________________________|1______________________________________|
|plecionk~~____________________________________|1______________________________________|
|plecy_________________________________________|1______________________________________|
|pleczysty_____________________________________|1______________________________________|
|plec~~w_______________________________________|1______________________________________|
|plemiona______________________________________|1______________________________________|
|plemi~~_______________________________________|1______________________________________|
|ple~~a________________________________________|1______________________________________|
|ple~~~~_______________________________________|2______________________________________|
|plikami_______________________________________|1______________________________________|
|plotki________________________________________|1______________________________________|
|ploty_________________________________________|1______________________________________|
|plugastwem____________________________________|1______________________________________|
|plugaw~~______________________________________|1______________________________________|
|plun~~~~______________________________________|1______________________________________|
|plusk_________________________________________|3______________________________________|
|pluska________________________________________|1______________________________________|
|pluska~~~~____________________________________|1______________________________________|
|pluszczy______________________________________|1______________________________________|
|pluton________________________________________|2______________________________________|
|plutonu_______________________________________|1______________________________________|
|plwaj~~_______________________________________|1______________________________________|
|pl~~cz~~c_____________________________________|2______________________________________|
|pl~~druje_____________________________________|1______________________________________|
|pnia__________________________________________|1______________________________________|
|pniaki________________________________________|2______________________________________|
|pnie__________________________________________|3______________________________________|
|pniu__________________________________________|1______________________________________|
|pni~~w________________________________________|2______________________________________|
|po____________________________________________|321____________________________________|
|pobawi~~______________________________________|1______________________________________|
|pobiegli______________________________________|1______________________________________|
|pobieg~~______________________________________|6______________________________________|
|pobieg~~a_____________________________________|2______________________________________|
|pobieg~~y_____________________________________|2______________________________________|
|pobielane_____________________________________|1______________________________________|
|pobierzem~~___________________________________|1______________________________________|
|pobijem_______________________________________|1______________________________________|
|pobity________________________________________|1______________________________________|
|pobiwszy______________________________________|1______________________________________|
|pobi~~________________________________________|3______________________________________|
|pobladn~~~~___________________________________|2______________________________________|
|poblad~~a_____________________________________|3______________________________________|
|poblad~~y_____________________________________|1______________________________________|
|pobledli______________________________________|1______________________________________|
|pobliskim_____________________________________|2______________________________________|
|pobojowiska___________________________________|1______________________________________|
|pobo~~no~~ci__________________________________|1______________________________________|
|pobo~~ny______________________________________|1______________________________________|
|pobrawszy_____________________________________|1______________________________________|
|pobudka_______________________________________|1______________________________________|
|pobudk~~______________________________________|1______________________________________|
|pobudowawszy__________________________________|1______________________________________|
|pobycie_______________________________________|1______________________________________|
|poby~~________________________________________|1______________________________________|
|pob~~ogos~~awi________________________________|1______________________________________|
|pob~~ogos~~awi~~______________________________|1______________________________________|
|poca~~owania__________________________________|1______________________________________|
|poca~~owanie__________________________________|1______________________________________|
|poca~~owa~~___________________________________|1______________________________________|
|pochlebia~~___________________________________|1______________________________________|
|pochlebia~~y__________________________________|1______________________________________|
|pochodni~~____________________________________|1______________________________________|
|pochodzi______________________________________|4______________________________________|
|pochodzi~~____________________________________|5______________________________________|
|pochodzi~~y___________________________________|2______________________________________|
|pochodz~~_____________________________________|3______________________________________|
|pochodz~~c____________________________________|1______________________________________|
|pochodz~~cego_________________________________|1______________________________________|
|pochop________________________________________|1______________________________________|
|pochopni______________________________________|1______________________________________|
|pochwalam_____________________________________|1______________________________________|
|pochwala~~____________________________________|2______________________________________|
|pochwalony~~__________________________________|1______________________________________|
|pochwa~~______________________________________|3______________________________________|
|pochwa~~y_____________________________________|6______________________________________|
|pochwa~~~~____________________________________|2______________________________________|
|pochwyci______________________________________|1______________________________________|
|pochwyci~~____________________________________|4______________________________________|
|pochyla_______________________________________|1______________________________________|
|pochylili_____________________________________|1______________________________________|
|pochyliwszy___________________________________|5______________________________________|
|pochyli~~_____________________________________|5______________________________________|
|pochyli~~y____________________________________|1______________________________________|
|pochylone_____________________________________|1______________________________________|
|pochylony_____________________________________|2______________________________________|
|pochylonym____________________________________|1______________________________________|
|pochy~~o______________________________________|1______________________________________|
|pociecha______________________________________|1______________________________________|
|pociechy______________________________________|4______________________________________|
|pociej________________________________________|2______________________________________|
|pocieja_______________________________________|2______________________________________|
|pocieszy______________________________________|1______________________________________|
|pocieszycielki________________________________|1______________________________________|
|pocieszy~~____________________________________|1______________________________________|
|poci~~g_______________________________________|1______________________________________|
|poci~~ga______________________________________|1______________________________________|
|poci~~gn~~li__________________________________|1______________________________________|
|poci~~gn~~~~__________________________________|7______________________________________|
|poci~~g~~~~___________________________________|1______________________________________|
|poczciwa______________________________________|1______________________________________|
|poczciwe______________________________________|2______________________________________|
|poczciwemu____________________________________|1______________________________________|
|poczciwi______________________________________|2______________________________________|
|poczciwo~~ci__________________________________|1______________________________________|
|poczciwy______________________________________|5______________________________________|
|poczekaj______________________________________|1______________________________________|
|poczerniony___________________________________|1______________________________________|
|poczn~~_______________________________________|1______________________________________|
|poczobut______________________________________|1______________________________________|
|poczta________________________________________|1______________________________________|
|poczu~~_______________________________________|1______________________________________|
|poczw~~rne____________________________________|1______________________________________|
|pocz~~tek_____________________________________|4______________________________________|
|pocz~~tki_____________________________________|1______________________________________|
|pocz~~tku_____________________________________|1______________________________________|
|pocz~~~~______________________________________|1______________________________________|
|pocz~~~~a_____________________________________|1______________________________________|
|pod___________________________________________|121____________________________________|
|podaje________________________________________|2______________________________________|
|podaj~~_______________________________________|2______________________________________|
|podaj~~c______________________________________|2______________________________________|
|podamy________________________________________|1______________________________________|
|podania_______________________________________|3______________________________________|
|podanie_______________________________________|1______________________________________|
|podano________________________________________|3______________________________________|
|podany________________________________________|1______________________________________|
|podarty_______________________________________|1______________________________________|
|podarunek_____________________________________|1______________________________________|
|podarunku_____________________________________|3______________________________________|
|podarunku~~___________________________________|1______________________________________|
|podatki_______________________________________|1______________________________________|
|podatkiem_____________________________________|1______________________________________|
|podawano______________________________________|2______________________________________|
|podawa~~______________________________________|3______________________________________|
|poda~~________________________________________|4______________________________________|
|poda~~a_______________________________________|2______________________________________|
|poda~~y_______________________________________|1______________________________________|
|poda~~~~~_____________________________________|1______________________________________|
|podbiega______________________________________|3______________________________________|
|podbiega~~____________________________________|1______________________________________|
|podbieg~~_____________________________________|2______________________________________|
|podbieg~~a____________________________________|1______________________________________|
|podbija_______________________________________|2______________________________________|
|podburza~~a___________________________________|1______________________________________|
|podchmielili__________________________________|1______________________________________|
|podchodzi~~___________________________________|1______________________________________|
|podchyli~~a___________________________________|1______________________________________|
|podci~~~~_____________________________________|1______________________________________|
|podczas_______________________________________|2______________________________________|
|podczaszyc____________________________________|4______________________________________|
|podczaszyca___________________________________|2______________________________________|
|podda_________________________________________|1______________________________________|
|poddaj________________________________________|2______________________________________|
|poddani_______________________________________|2______________________________________|
|poddasza______________________________________|2______________________________________|
|poddasze______________________________________|1______________________________________|
|poddaszu______________________________________|2______________________________________|
|pode__________________________________________|4______________________________________|
|podejd~~______________________________________|1______________________________________|
|podejmie______________________________________|2______________________________________|
|podesz~~y_____________________________________|1______________________________________|
|podes~~any____________________________________|1______________________________________|
|podgarle______________________________________|1______________________________________|
|podg~~~~wne___________________________________|1______________________________________|
|podhaje_______________________________________|1______________________________________|
|podhajeckim___________________________________|1______________________________________|
|podhajscy_____________________________________|2______________________________________|
|podhajski_____________________________________|2______________________________________|
|podhajskiego__________________________________|1______________________________________|
|podjecha~~____________________________________|1______________________________________|
|podjezdki_____________________________________|2______________________________________|
|podje~~d~~a___________________________________|1______________________________________|
|podj~~~~______________________________________|1______________________________________|
|podkasz~~_____________________________________|1______________________________________|
|podkomorskie__________________________________|2______________________________________|
|podkomorstwa__________________________________|1______________________________________|
|podkomorstwo__________________________________|2______________________________________|
|podkomorzanki_________________________________|2______________________________________|
|podkomorzank~~________________________________|2______________________________________|
|podkomorzego__________________________________|10_____________________________________|
|podkomorzemu__________________________________|5______________________________________|
|podkomorzy____________________________________|47_____________________________________|
|podkomorzym___________________________________|4______________________________________|
|podkomorzymarsza~~ek__________________________|1______________________________________|
|podkomorzyna__________________________________|3______________________________________|
|podkomorzynie_________________________________|1______________________________________|
|podkomorzyn~~_________________________________|2______________________________________|
|podkowa_______________________________________|1______________________________________|
|podkowy_______________________________________|1______________________________________|
|podlatuje_____________________________________|1______________________________________|
|podle_________________________________________|1______________________________________|
|podlegaj~~____________________________________|1______________________________________|
|podmuchem_____________________________________|1______________________________________|
|podmurowany___________________________________|1______________________________________|
|podniebnych___________________________________|1______________________________________|
|podniesiona___________________________________|1______________________________________|
|podniesione___________________________________|2______________________________________|
|podniesionych_________________________________|1______________________________________|
|podniesionym__________________________________|1______________________________________|
|podniesionymi_________________________________|1______________________________________|
|podniesion~~__________________________________|3______________________________________|
|podniet~~_____________________________________|1______________________________________|
|podnie~~li____________________________________|1______________________________________|
|podnie~~~~____________________________________|3______________________________________|
|podnios~~a____________________________________|3______________________________________|
|podnios~~em___________________________________|1______________________________________|
|podni~~s~~____________________________________|17_____________________________________|
|podni~~s~~szy_________________________________|5______________________________________|
|podnosi_______________________________________|3______________________________________|
|podnosi~~_____________________________________|1______________________________________|
|podnosi~~a____________________________________|1______________________________________|
|podnosz~~_____________________________________|1______________________________________|
|podnosz~~c____________________________________|3______________________________________|
|podn~~~~a_____________________________________|1______________________________________|
|podoba________________________________________|8______________________________________|
|podoba~~______________________________________|2______________________________________|
|podoba~~em____________________________________|1______________________________________|
|podobie~~stwa_________________________________|1______________________________________|
|podobie~~stwo_________________________________|2______________________________________|
|podobna_______________________________________|6______________________________________|
|podobne_______________________________________|9______________________________________|
|podobnie______________________________________|2______________________________________|
|podobno_______________________________________|4______________________________________|
|podobny_______________________________________|6______________________________________|
|podobnych_____________________________________|2______________________________________|
|podobn~~______________________________________|3______________________________________|
|podobn~~~~____________________________________|1______________________________________|
|podoficer_____________________________________|1______________________________________|
|podolskich____________________________________|1______________________________________|
|podpadnie_____________________________________|1______________________________________|
|podpad~~______________________________________|1______________________________________|
|podpala_______________________________________|1______________________________________|
|podpali~~em___________________________________|1______________________________________|
|podpar~~______________________________________|1______________________________________|
|podpiera~~____________________________________|1______________________________________|
|podpiszcie____________________________________|1______________________________________|
|podpi~~te_____________________________________|1______________________________________|
|podpory_______________________________________|1______________________________________|
|podrabinkiem__________________________________|1______________________________________|
|podros~~a_____________________________________|1______________________________________|
|podr~~~~______________________________________|2______________________________________|
|podr~~~~ach___________________________________|1______________________________________|
|podr~~~~ne____________________________________|1______________________________________|
|podr~~~~nego__________________________________|3______________________________________|
|podr~~~~nemu__________________________________|1______________________________________|
|podr~~~~ny____________________________________|5______________________________________|
|podr~~~~nych__________________________________|2______________________________________|
|podr~~~~y_____________________________________|3______________________________________|
|podskakuje____________________________________|2______________________________________|
|podskarbim____________________________________|1______________________________________|
|podskoczy~~___________________________________|5______________________________________|
|podstarza~~___________________________________|1______________________________________|
|podstaw_______________________________________|1______________________________________|
|podstawek_____________________________________|1______________________________________|
|podstawia_____________________________________|1______________________________________|
|podstawie_____________________________________|1______________________________________|
|podsunie______________________________________|1______________________________________|
|podsun~~~~____________________________________|1______________________________________|
|podsypa~~_____________________________________|1______________________________________|
|podszed~~_____________________________________|4______________________________________|
|podszepn~~~~__________________________________|1______________________________________|
|podszyte______________________________________|1______________________________________|
|pods~~ucha~~__________________________________|1______________________________________|
|pods~~uchiwa__________________________________|1______________________________________|
|pods~~uchiwa~~________________________________|1______________________________________|
|podtuliwszy___________________________________|1______________________________________|
|poduszeczka___________________________________|1______________________________________|
|poduszek______________________________________|2______________________________________|
|podwaja_______________________________________|1______________________________________|
|podweseli_____________________________________|1______________________________________|
|podwi~~zany___________________________________|1______________________________________|
|podwodnej_____________________________________|1______________________________________|
|podwody_______________________________________|1______________________________________|
|podwoje_______________________________________|2______________________________________|
|podw~~adni____________________________________|1______________________________________|
|podw~~jnym____________________________________|2______________________________________|
|podw~~rze_____________________________________|1______________________________________|
|podw~~rzu_____________________________________|1______________________________________|
|podzia~~______________________________________|6______________________________________|
|podzia~~em____________________________________|1______________________________________|
|podziela______________________________________|1______________________________________|
|podziela~~____________________________________|1______________________________________|
|podzielili____________________________________|1______________________________________|
|podzieli~~____________________________________|1______________________________________|
|podzieli~~~___________________________________|1______________________________________|
|podziemu______________________________________|1______________________________________|
|podziw________________________________________|1______________________________________|
|podzi~~kowa~~_________________________________|1______________________________________|
|pod~~ega~~____________________________________|1______________________________________|
|pod~~odze_____________________________________|2______________________________________|
|pod~~oga______________________________________|1______________________________________|
|pod~~ogi______________________________________|1______________________________________|
|pod~~ug_______________________________________|4______________________________________|
|pod~~u~~nych__________________________________|1______________________________________|
|pod~~wczas____________________________________|2______________________________________|
|pod~~wigniono_________________________________|1______________________________________|
|pod~~wign~~~~_________________________________|1______________________________________|
|pod~~wign~~~~by_______________________________|1______________________________________|
|pod~~y________________________________________|1______________________________________|
|pod~~y~~______________________________________|1______________________________________|
|poetyczn~~____________________________________|1______________________________________|
|pogadamy______________________________________|1______________________________________|
|pogardy_______________________________________|1______________________________________|
|pogardzone____________________________________|1______________________________________|
|pogardzony____________________________________|2______________________________________|
|pogard~~______________________________________|1______________________________________|
|pogaw~~dz~~___________________________________|1______________________________________|
|pogi~~ty______________________________________|1______________________________________|
|pogl~~da______________________________________|6______________________________________|
|pogl~~daj~~___________________________________|2______________________________________|
|pogl~~daj~~c__________________________________|5______________________________________|
|pogl~~dali____________________________________|3______________________________________|
|pogl~~da~~____________________________________|9______________________________________|
|pogniewa~~____________________________________|1______________________________________|
